iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,feature_missing_count,feature_missing_rate,primary_sample,extended_sample
COL,Colombia,Latin America & Caribbean ,Upper middle income,2.1664000000000003,5.0,mean_2015_2019,1.3062,5.0,mean_2015_2019,1.718,5.0,mean_2015_2019,1121.1307108885765,5.0,mean_2015_2019,5.38925085,5.0,mean_2015_2019,15.234981728000003,5.0,mean_2015_2019,80.8,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,7.650772991222899,5,mean_2015_2019,43.5278918431726,5.0,mean_2015_2019,76.417,5,mean_2015_2019,14.5,5.0,mean_2015_2019,73.9884,5,mean_2015_2019,138.9398,5,mean_2015_2019,17050.31217649104,5.0,mean_2015_2019,0,0.0,True,True
COM,Comoros,Sub-Saharan Africa ,Lower middle income,0.285,2.0,latest_pre2020_2018,1.507,1.0,latest_pre2020_2018,,,,157.864223825408,5.0,mean_2015_2019,0.6627919259999999,5.0,mean_2015_2019,67.834329224,5.0,mean_2015_2019,49.6,5.0,mean_2015_2019,76.6,5.0,mean_2015_2019,77.8,5.0,mean_2015_2019,4.390396012632422,5,mean_2015_2019,406.58355722729704,5.0,mean_2015_2019,65.09100000000001,5,mean_2015_2019,46.86,5.0,mean_2015_2019,184.9772,5,mean_2015_2019,244.612,5,mean_2015_2019,3391.202753364564,5.0,mean_2015_2019,1,0.06666666666666667,True,True
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,0.7173999999999999,5.0,mean_2015_2019,1.4156,5.0,mean_2015_2019,2.116,5.0,mean_2015_2019,354.0001713800114,5.0,mean_2015_2019,2.9123786440000003,5.0,mean_2015_2019,28.505679322000002,5.0,mean_2015_2019,66.2,5.0,mean_2015_2019,95.6,5.0,mean_2015_2019,95.8,5.0,mean_2015_2019,5.4749376036026955,5,mean_2015_2019,127.3131513647642,5.0,mean_2015_2019,74.689,5,mean_2015_2019,16.439999999999998,5.0,mean_2015_2019,70.3158,5,mean_2015_2019,180.3318,5,mean_2015_2019,8263.751881125061,5.0,mean_2015_2019,0,0.0,True,True
CRI,Costa Rica,Latin America & Caribbean ,High income,2.0982,5.0,mean_2015_2019,2.7805999999999997,5.0,mean_2015_2019,1.1400000000000001,5.0,mean_2015_2019,1488.83115659461,5.0,mean_2015_2019,5.315308478,5.0,mean_2015_2019,22.159712982000002,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,94.8,5.0,mean_2015_2019,9.416312934551883,5,mean_2015_2019,96.18325107716412,5.0,mean_2015_2019,80.155,5,mean_2015_2019,8.98,5.0,mean_2015_2019,59.200199999999995,5,mean_2015_2019,115.97080000000001,5,mean_2015_2019,22434.60657972198,5.0,mean_2015_2019,0,0.0,True,True
CUB,Cuba,Latin America & Caribbean ,Upper middle income,8.235000000000001,5.0,mean_2015_2019,7.829249999999999,4.0,mean_2015_2018,4.158,5.0,mean_2015_2019,2814.507802940234,5.0,mean_2015_2019,10.480729673999999,5.0,mean_2015_2019,10.526533700000002,5.0,mean_2015_2019,84.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,14.77269001341298,5,mean_2015_2019,108.20807215097621,5.0,mean_2015_2019,77.491,5,mean_2015_2019,6.459999999999999,5.0,mean_2015_2019,75.763,5,mean_2015_2019,131.6008,5,mean_2015_2019,,,,0,0.0,True,True
CUW,Curacao,Latin America & Caribbean ,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.292905355024482,5,mean_2015_2019,357.9261261261262,5.0,mean_2015_2019,76.4424,5,mean_2015_2019,,,,57.1678,5,mean_2015_2019,138.48000000000002,5,mean_2015_2019,29743.33618240786,5.0,mean_2015_2019,10,0.6666666666666666,False,False
CYM,Cayman Islands,Latin America & Caribbean ,High income,,,,7.334,1.0,latest_pre2020_2018,,,,,,,,,,,,,,,,,,,,,,6.638874181588106,5,mean_2015_2019,268.7875000000002,5.0,mean_2015_2019,78.5976,5,mean_2015_2019,,,,93.63980000000001,5,mean_2015_2019,132.62060000000002,5,mean_2015_2019,75091.66321746059,5.0,mean_2015_2019,9,0.6,False,False
CYP,Cyprus,Europe & Central Asia,High income,2.692,5.0,mean_2015_2019,3.9486,5.0,mean_2015_2019,2.2600000000000002,5.0,mean_2015_2019,2576.118846149628,5.0,mean_2015_2019,3.00824232,5.0,mean_2015_2019,42.215523528000006,5.0,mean_2015_2019,76.2,5.0,mean_2015_2019,89.2,5.0,mean_2015_2019,97.2,5.0,mean_2015_2019,12.945988323692541,5,mean_2015_2019,135.6774242424242,5.0,mean_2015_2019,81.5102,5,mean_2015_2019,2.66,5.0,mean_2015_2019,33.2912,5,mean_2015_2019,63.8048,5,mean_2015_2019,41428.48046875,5.0,mean_2015_2019,0,0.0,True,True
CZE,Czechia,Europe & Central Asia,High income,4.04392,5.0,mean_2015_2019,8.740800000000002,5.0,mean_2015_2019,6.718000000000001,5.0,mean_2015_2019,2902.441830816626,5.0,mean_2015_2019,6.206540776,5.0,mean_2015_2019,14.279938508,5.0,mean_2015_2019,82.6,5.0,mean_2015_2019,96.4,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,19.05161761423152,5,mean_2015_2019,137.31187416305198,5.0,mean_2015_2019,78.96829268292683,5,mean_2015_2019,3.14,5.0,mean_2015_2019,52.249199999999995,5,mean_2015_2019,109.61479999999999,5,mean_2015_2019,44875.65262959412,5.0,mean_2015_2019,0,0.0,True,True
DEU,Germany,Europe & Central Asia,High income,4.2344,5.0,mean_2015_2019,11.424000000000001,5.0,mean_2015_2019,7.975999999999999,5.0,mean_2015_2019,6015.394727641227,5.0,mean_2015_2019,8.645664406,5.0,mean_2015_2019,12.220933914,5.0,mean_2015_2019,86.2,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,21.31202901218356,5,mean_2015_2019,236.3143210655694,5.0,mean_2015_2019,80.9619512195122,5,mean_2015_2019,3.8199999999999994,5.0,mean_2015_2019,48.5218,5,mean_2015_2019,87.898,5,mean_2015_2019,61415.77792173739,5.0,mean_2015_2019,0,0.0,True,True
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,1.38,4.0,mean_2015_2018,127.8271288051986,5.0,mean_2015_2019,1.361751984,5.0,mean_2015_2019,24.664677047999998,5.0,mean_2015_2019,46.0,5.0,mean_2015_2019,79.8,5.0,mean_2015_2019,79.4,5.0,mean_2015_2019,4.266132790638418,5,mean_2015_2019,45.499551337359776,5.0,mean_2015_2019,63.67280000000001,5,mean_2015_2019,61.3,5.0,mean_2015_2019,199.7174,5,mean_2015_2019,275.75079999999997,5,mean_2015_2019,5402.026751016669,5.0,mean_2015_2019,2,0.13333333333333333,True,True
DMA,Dominica,Latin America & Caribbean ,Upper middle income,1.158,2.0,latest_pre2020_2018,6.6884999999999994,4.0,mean_2015_2018,3.436,5.0,mean_2015_2019,690.66818432573,5.0,mean_2015_2019,3.5582964400000003,5.0,mean_2015_2019,31.922171402000004,5.0,mean_2015_2019,75.6,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,96.2,5.0,mean_2015_2019,11.122444575785718,5,mean_2015_2019,91.88426666666668,5.0,mean_2015_2019,70.49199999999999,5,mean_2015_2019,31.119999999999997,5.0,mean_2015_2019,110.24600000000001,5,mean_2015_2019,185.1536,5,mean_2015_2019,17019.15550917526,5.0,mean_2015_2019,0,0.0,True,True
DNK,Denmark,Europe & Central Asia,High income,4.097,5.0,mean_2015_2019,11.696000000000002,5.0,mean_2015_2019,2.588,5.0,mean_2015_2019,5593.597859395639,5.0,mean_2015_2019,8.581608198000001,5.0,mean_2015_2019,13.658427810000001,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,95.8,5.0,mean_2015_2019,19.19670942401542,5,mean_2015_2019,143.92265500000002,5.0,mean_2015_2019,81.01268292682929,5,mean_2015_2019,3.94,5.0,mean_2015_2019,48.53240000000001,5,mean_2015_2019,79.0162,5,mean_2015_2019,64990.34726665368,5.0,mean_2015_2019,0,0.0,True,True
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,1.431,2.0,latest_pre2020_2019,1.2396,5.0,mean_2015_2019,1.3699999999999999,5.0,mean_2015_2019,763.8014279207789,5.0,mean_2015_2019,2.5792753700000004,5.0,mean_2015_2019,28.843033218,5.0,mean_2015_2019,73.4,5.0,mean_2015_2019,83.6,5.0,mean_2015_2019,86.4,5.0,mean_2015_2019,6.148434511502174,5,mean_2015_2019,220.8839100733324,5.0,mean_2015_2019,73.1816,5,mean_2015_2019,34.76,5.0,mean_2015_2019,105.1872,5,mean_2015_2019,185.72780000000003,5,mean_2015_2019,19711.63431957104,5.0,mean_2015_2019,0,0.0,True,True
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,1.5,3.0,mean_2016_2019,1.571,4.0,mean_2016_2019,1.61,3.0,mean_2015_2017,810.1189497430212,5.0,mean_2015_2019,3.8495403280000007,5.0,mean_2015_2019,33.742380907999994,5.0,mean_2015_2019,69.8,5.0,mean_2015_2019,87.4,5.0,mean_2015_2019,91.2,5.0,mean_2015_2019,5.476572812143155,5,mean_2015_2019,17.49637329816266,5.0,mean_2015_2019,75.4274,5,mean_2015_2019,24.080000000000002,5.0,mean_2015_2019,75.74,5,mean_2015_2019,93.2058,5,mean_2015_2019,15344.298466146982,5.0,mean_2015_2019,0,0.0,True,True
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,2.1494,5.0,mean_2015_2019,2.6745,4.0,mean_2015_2018,1.4179999999999997,5.0,mean_2015_2019,898.449609084267,5.0,mean_2015_2019,4.733969880000001,5.0,mean_2015_2019,30.32316246,5.0,mean_2015_2019,79.2,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,83.2,5.0,mean_2015_2019,7.014406054182244,5,mean_2015_2019,67.5796835239169,5.0,mean_2015_2019,76.614,5,mean_2015_2019,14.48,5.0,mean_2015_2019,83.4156,5,mean_2015_2019,140.2442,5,mean_2015_2019,13920.247282286999,5.0,mean_2015_2019,0,0.0,True,True
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.7364,5.0,mean_2015_2019,1.79425,4.0,mean_2015_2018,1.2399999999999998,5.0,mean_2015_2019,589.7871145720276,5.0,mean_2015_2019,1.4905543559999999,5.0,mean_2015_2019,59.86841277999999,5.0,mean_2015_2019,72.6,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,4.3821558679028145,5,mean_2015_2019,104.10834095132842,5.0,mean_2015_2019,70.69359999999999,5,mean_2015_2019,25.619999999999997,5.0,mean_2015_2019,110.37899999999999,5,mean_2015_2019,183.4938,5,mean_2015_2019,14137.27407826758,5.0,mean_2015_2019,0,0.0,True,True
ERI,Eritrea,Sub-Saharan Africa ,Low income,0.07520000000000002,5.0,mean_2015_2019,1.4562499999999998,4.0,mean_2015_2018,1.188,5.0,mean_2015_2019,77.98575330004223,5.0,mean_2015_2019,0.769393384,5.0,mean_2015_2019,49.218812562,5.0,mean_2015_2019,39.6,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,3.999822543004408,5,mean_2015_2019,26.1210097746839,5.0,mean_2015_2019,66.6096,5,mean_2015_2019,43.36,5.0,mean_2015_2019,180.6024,5,mean_2015_2019,239.94340000000003,5,mean_2015_2019,,,,0,0.0,True,True
ESP,Spain,Europe & Central Asia,High income,3.971,5.0,mean_2015_2019,5.811399999999999,5.0,mean_2015_2019,2.95,5.0,mean_2015_2019,3596.462494937602,5.0,mean_2015_2019,6.3501935959999996,5.0,mean_2015_2019,23.582294466,5.0,mean_2015_2019,83.6,5.0,mean_2015_2019,97.4,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,18.97721639937828,5,mean_2015_2019,93.41764424198308,5.0,mean_2015_2019,83.34146341463415,5,mean_2015_2019,3.2399999999999998,5.0,mean_2015_2019,37.3044,5,mean_2015_2019,73.321,5,mean_2015_2019,45199.26139222644,5.0,mean_2015_2019,0,0.0,True,True
EST,Estonia,Europe & Central Asia,High income,3.4588,5.0,mean_2015_2019,6.5134,5.0,mean_2015_2019,4.636000000000001,5.0,mean_2015_2019,2283.112640420064,5.0,mean_2015_2019,4.853569412000001,5.0,mean_2015_2019,24.14028206,5.0,mean_2015_2019,77.4,5.0,mean_2015_2019,90.8,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,19.422841721061378,5,mean_2015_2019,30.66140396401632,5.0,mean_2015_2019,78.04292682926832,5,mean_2015_2019,2.84,5.0,mean_2015_2019,59.9692,5,mean_2015_2019,159.37500000000003,5,mean_2015_2019,39286.51199410802,5.0,mean_2015_2019,0,0.0,True,True
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,0.089,2.0,latest_pre2020_2019,0.692,2.0,latest_pre2020_2018,0.33,1.0,latest_pre2020_2016,68.09401037764727,5.0,mean_2015_2019,0.8448036800000001,5.0,mean_2015_2019,35.97753677199999,5.0,mean_2015_2019,29.6,5.0,mean_2015_2019,56.4,5.0,mean_2015_2019,62.8,5.0,mean_2015_2019,2.9819711481739803,5,mean_2015_2019,97.2309479115853,5.0,mean_2015_2019,64.70360000000001,5,mean_2015_2019,58.7,5.0,mean_2015_2019,182.0244,5,mean_2015_2019,267.4316,5,mean_2015_2019,2202.843784007282,5.0,mean_2015_2019,0,0.0,True,True
FIN,Finland,Europe & Central Asia,High income,3.4614,5.0,mean_2015_2019,12.508,5.0,mean_2015_2019,3.7920000000000003,5.0,mean_2015_2019,4392.166290722382,5.0,mean_2015_2019,7.340135480000001,5.0,mean_2015_2019,18.560491562,5.0,mean_2015_2019,86.0,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,21.143097564483337,5,mean_2015_2019,18.11026483783768,5.0,mean_2015_2019,81.65170731707317,5,mean_2015_2019,2.4200000000000004,5.0,mean_2015_2019,43.8164,5,mean_2015_2019,91.4382,5,mean_2015_2019,55110.63397077496,5.0,mean_2015_2019,0,0.0,True,True
FJI,Fiji,East Asia & Pacific,Upper middle income,0.813,1.0,latest_pre2020_2015,3.3186666666666667,3.0,mean_2015_2019,1.8866666666666665,3.0,mean_2015_2017,460.171201567848,5.0,mean_2015_2019,2.282713032,5.0,mean_2015_2019,18.882121086,5.0,mean_2015_2019,70.0,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,5.495968941896546,5,mean_2015_2019,50.23078270388614,5.0,mean_2015_2019,66.83420000000001,5,mean_2015_2019,23.020000000000003,5.0,mean_2015_2019,197.83559999999997,5,mean_2015_2019,271.7828,5,mean_2015_2019,12475.947499886859,5.0,mean_2015_2019,0,0.0,True,True
FRA,France,Europe & Central Asia,High income,3.2116,5.0,mean_2015_2019,9.213199999999999,5.0,mean_2015_2019,6.122,5.0,mean_2015_2019,5150.807808024483,5.0,mean_2015_2019,8.457959174,5.0,mean_2015_2019,10.619338798,5.0,mean_2015_2019,81.6,5.0,mean_2015_2019,90.8,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,19.651329950232856,5,mean_2015_2019,124.2159031450042,5.0,mean_2015_2019,82.59463414634149,5,mean_2015_2019,4.2,5.0,mean_2015_2019,48.2382,5,mean_2015_2019,96.1704,5,mean_2015_2019,51914.4090928855,5.0,mean_2015_2019,0,0.0,True,True
FRO,Faroe Islands,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2449341011909,5,mean_2015_2019,36.00730659025788,5.0,mean_2015_2019,82.10157756097563,5,mean_2015_2019,,,,40.0182,5,mean_2015_2019,68.6568,5,mean_2015_2019,65590.3728685285,5.0,mean_2015_2019,10,0.6666666666666666,False,False
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,0.762,1.0,latest_pre2020_2019,2.221,2.0,latest_pre2020_2019,,,,382.0907797798106,5.0,mean_2015_2019,1.717591788,5.0,mean_2015_2019,2.5915124900000004,5.0,mean_2015_2019,64.8,5.0,mean_2015_2019,74.2,5.0,mean_2015_2019,73.4,5.0,mean_2015_2019,4.3256913904832,5,mean_2015_2019,156.41799999999998,5.0,mean_2015_2019,65.75640000000001,5,mean_2015_2019,28.1,5.0,mean_2015_2019,207.03820000000002,5,mean_2015_2019,314.2626,5,mean_2015_2019,3804.3655376621696,5.0,mean_2015_2019,1,0.06666666666666667,True,True
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,0.5535000000000001,4.0,mean_2016_2019,2.58725,4.0,mean_2016_2019,,,,418.36041667543304,5.0,mean_2015_2019,1.7236557000000001,5.0,mean_2015_2019,23.962823866,5.0,mean_2015_2019,51.4,5.0,mean_2015_2019,63.2,5.0,mean_2015_2019,74.0,5.0,mean_2015_2019,3.9995339931712004,5,mean_2015_2019,8.365909108549696,5.0,mean_2015_2019,66.82300000000001,5,mean_2015_2019,41.38,5.0,mean_2015_2019,179.7498,5,mean_2015_2019,255.98380000000003,5,mean_2015_2019,19681.720024063918,5.0,mean_2015_2019,1,0.06666666666666667,True,True
GBR,United Kingdom,Europe & Central Asia,High income,2.8204000000000002,5.0,mean_2015_2019,8.4198,5.0,mean_2015_2019,2.522,5.0,mean_2015_2019,4528.58396815754,5.0,mean_2015_2019,7.857579804000001,5.0,mean_2015_2019,15.917836761999999,5.0,mean_2015_2019,86.6,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,18.09466090910842,5,mean_2015_2019,272.4598024221882,5.0,mean_2015_2019,81.19870243902439,5,mean_2015_2019,4.42,5.0,mean_2015_2019,53.7144,5,mean_2015_2019,85.29780000000001,5,mean_2015_2019,51246.72659829564,5.0,mean_2015_2019,0,0.0,True,True
GEO,Georgia,Europe & Central Asia,Upper middle income,6.6208,5.0,mean_2015_2019,4.9512,5.0,mean_2015_2019,3.9659999999999997,5.0,mean_2015_2019,1145.628391133942,5.0,mean_2015_2019,2.701302052,5.0,mean_2015_2019,60.11169357199999,5.0,mean_2015_2019,69.6,5.0,mean_2015_2019,96.2,5.0,mean_2015_2019,92.8,5.0,mean_2015_2019,14.399953807099521,5,mean_2015_2019,65.17896007557997,5.0,mean_2015_2019,73.59240000000001,5,mean_2015_2019,10.04,5.0,mean_2015_2019,80.15299999999999,5,mean_2015_2019,231.6882,5,mean_2015_2019,16406.59696036572,5.0,mean_2015_2019,0,0.0,True,True
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,0.11479999999999999,5.0,mean_2015_2019,2.6656,5.0,mean_2015_2019,0.69,1.0,latest_pre2020_2015,174.9231720858242,5.0,mean_2015_2019,1.5735305780000002,5.0,mean_2015_2019,31.747218701999998,5.0,mean_2015_2019,50.6,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,3.391404020258932,5,mean_2015_2019,131.8086100678534,5.0,mean_2015_2019,63.823800000000006,5,mean_2015_2019,48.239999999999995,5.0,mean_2015_2019,215.627,5,mean_2015_2019,276.6424,5,mean_2015_2019,6001.96675342094,5.0,mean_2015_2019,0,0.0,True,True
GIB,Gibraltar,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47496679166246,5,mean_2015_2019,3428.88,5.0,mean_2015_2019,82.8956,5,mean_2015_2019,,,,37.373999999999995,5,mean_2015_2019,70.80640000000001,5,mean_2015_2019,,,,10,0.6666666666666666,False,False
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,0.12766666666666668,3.0,mean_2015_2018,0.36366666666666664,3.0,mean_2015_2018,,,,114.4698349799086,5.0,mean_2015_2019,0.6464141299999999,5.0,mean_2015_2019,58.008576966,5.0,mean_2015_2019,36.8,5.0,mean_2015_2019,48.4,5.0,mean_2015_2019,49.6,5.0,mean_2015_2019,3.48015699556467,5,mean_2015_2019,50.43535650333714,5.0,mean_2015_2019,58.705200000000005,5,mean_2015_2019,109.5,5.0,mean_2015_2019,253.92999999999998,5,mean_2015_2019,287.9038,5,mean_2015_2019,3263.1027080808844,5.0,mean_2015_2019,1,0.06666666666666667,True,True
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,0.099,4.0,mean_2015_2019,0.79425,4.0,mean_2015_2019,1.02,3.0,mean_2015_2019,68.9260048366487,5.0,mean_2015_2019,1.136905182,5.0,mean_2015_2019,24.213573836000002,5.0,mean_2015_2019,48.0,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,2.6517975464394903,5,mean_2015_2019,231.36290513834,5.0,mean_2015_2019,63.705200000000005,5,mean_2015_2019,54.5,5.0,mean_2015_2019,222.4172,5,mean_2015_2019,265.08880000000005,5,mean_2015_2019,2581.97178940852,5.0,mean_2015_2019,0,0.0,True,True
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,0.19966666666666666,3.0,mean_2015_2018,0.49866666666666665,3.0,mean_2015_2018,,,,147.55510498978882,5.0,mean_2015_2019,0.496976774,5.0,mean_2015_2019,67.305519102,5.0,mean_2015_2019,43.8,5.0,mean_2015_2019,76.8,5.0,mean_2015_2019,82.0,5.0,mean_2015_2019,2.8950883807059222,5,mean_2015_2019,66.75167852062587,5.0,mean_2015_2019,61.1302,5,mean_2015_2019,85.32,5.0,mean_2015_2019,232.533,5,mean_2015_2019,307.519,5,mean_2015_2019,2336.330077298918,5.0,mean_2015_2019,1,0.06666666666666667,True,True
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,0.325,1.0,latest_pre2020_2017,0.406,1.0,latest_pre2020_2017,,,,517.3746852575139,5.0,mean_2015_2019,0.8037337640000001,5.0,mean_2015_2019,70.34154968,5.0,mean_2015_2019,46.2,5.0,mean_2015_2019,51.6,5.0,mean_2015_2019,54.0,5.0,mean_2015_2019,3.348762581353828,5,mean_2015_2019,55.69414616755792,5.0,mean_2015_2019,61.4818,5,mean_2015_2019,86.22,5.0,mean_2015_2019,227.5676,5,mean_2015_2019,280.13980000000004,5,mean_2015_2019,22619.073794570617,5.0,mean_2015_2019,1,0.06666666666666667,True,True
GRC,Greece,Europe & Central Asia,High income,6.0718000000000005,5.0,mean_2015_2019,3.5598,5.0,mean_2015_2019,4.202,5.0,mean_2015_2019,2366.728635502112,5.0,mean_2015_2019,4.325604106,5.0,mean_2015_2019,35.012113192,5.0,mean_2015_2019,75.0,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,21.63174487700318,5,mean_2015_2019,83.48486733902251,5.0,mean_2015_2019,81.4278048780488,5,mean_2015_2019,4.239999999999999,5.0,mean_2015_2019,38.0266,5,mean_2015_2019,90.7438,5,mean_2015_2019,32207.417799771018,5.0,mean_2015_2019,0,0.0,True,True
GRD,Grenada,Latin America & Caribbean ,Upper middle income,1.383,2.0,latest_pre2020_2018,6.05,2.0,latest_pre2020_2018,3.38,4.0,mean_2015_2018,695.636926456051,5.0,mean_2015_2019,1.899039458,5.0,mean_2015_2019,54.83271408,5.0,mean_2015_2019,77.4,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,10.387997445653419,5,mean_2015_2019,339.3623529411766,5.0,mean_2015_2019,74.9904,5,mean_2015_2019,18.04,5.0,mean_2015_2019,110.0406,5,mean_2015_2019,166.5298,5,mean_2015_2019,16214.156150204642,5.0,mean_2015_2019,0,0.0,True,True
GRL,Greenland,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.164587061248406,5,mean_2015_2019,0.13678645389206961,5.0,mean_2015_2019,71.2270731707317,5,mean_2015_2019,,,,152.6166,5,mean_2015_2019,216.41260000000003,5,mean_2015_2019,66265.91639582405,5.0,mean_2015_2019,10,0.6666666666666666,False,False
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,0.363,2.0,latest_pre2020_2018,1.137,4.0,mean_2015_2018,0.4875,4.0,mean_2015_2019,590.6437221942052,5.0,mean_2015_2019,2.2673169619999998,5.0,mean_2015_2019,55.88140487599999,5.0,mean_2015_2019,57.2,5.0,mean_2015_2019,88.2,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,4.300069925449268,5,mean_2015_2019,154.4556700261292,5.0,mean_2015_2019,71.3696,5,mean_2015_2019,26.120000000000005,5.0,mean_2015_2019,131.46480000000003,5,mean_2015_2019,219.9598,5,mean_2015_2019,11064.55209866442,5.0,mean_2015_2019,0,0.0,True,True
GUM,Guam,East Asia & Pacific,High income,,,,11.56,1.0,latest_pre2020_2018,,,,,,,,,,,,,,,,,,,,,,9.43331356107377,5,mean_2015_2019,302.635185185185,5.0,mean_2015_2019,76.5124,5,mean_2015_2019,,,,105.47999999999999,5,mean_2015_2019,206.2262,5,mean_2015_2019,,,,9,0.6,False,False
GUY,Guyana,Latin America & Caribbean ,High income,1.79,1.0,latest_pre2020_2018,1.1778,5.0,mean_2015_2019,1.81,5.0,mean_2015_2019,542.0081716658526,5.0,mean_2015_2019,2.707164478,5.0,mean_2015_2019,32.248976516,5.0,mean_2015_2019,73.8,5.0,mean_2015_2019,98.6,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,5.576489505734704,5,mean_2015_2019,3.952277368554738,5.0,mean_2015_2019,68.4454,5,mean_2015_2019,31.439999999999998,5.0,mean_2015_2019,162.6652,5,mean_2015_2019,288.607,5,mean_2015_2019,12728.995081261659,5.0,mean_2015_2019,0,0.0,True,True
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,,,,7.785,4.0,mean_2015_2018,,,,,,,,,,,,,,,,,,,,,,16.61945899425548,5,mean_2015_2019,7044.114285714287,5.0,mean_2015_2019,84.63707317073174,5,mean_2015_2019,,,,35.4264,5,mean_2015_2019,66.7046,5,mean_2015_2019,64914.8590967706,5.0,mean_2015_2019,9,0.6,False,False
