iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,feature_missing_count,feature_missing_rate,primary_sample,extended_sample
ABW,Aruba,Latin America & Caribbean ,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75463682949154,5,mean_2015_2019,603.8655555555554,5.0,mean_2015_2019,75.6928,5,mean_2015_2019,,,,62.6904,5,mean_2015_2019,132.3032,5,mean_2015_2019,38108.36560032472,5.0,mean_2015_2019,10,0.6666666666666666,False,False
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.2672,5.0,mean_2015_2019,0.22825,4.0,mean_2015_2018,0.418,5.0,mean_2015_2019,303.3299629878412,5.0,mean_2015_2019,0.5630776040000001,5.0,mean_2015_2019,76.57611999399998,5.0,mean_2015_2019,40.2,5.0,mean_2015_2019,62.6,5.0,mean_2015_2019,65.4,5.0,mean_2015_2019,2.363040661163984,5,mean_2015_2019,54.833562086993865,5.0,mean_2015_2019,62.5412,5,mean_2015_2019,67.17999999999999,5.0,mean_2015_2019,203.84380000000002,5,mean_2015_2019,306.5748,5,mean_2015_2019,2941.82272775273,5.0,mean_2015_2019,0,0.0,True,True
AGO,Angola,Sub-Saharan Africa ,Lower middle income,0.211,2.0,latest_pre2020_2018,0.401,1.0,latest_pre2020_2018,0.75,1.0,latest_pre2020_2019,189.13180248534482,5.0,mean_2015_2019,1.051111388,5.0,mean_2015_2019,34.448706056,5.0,mean_2015_2019,41.4,5.0,mean_2015_2019,52.6,5.0,mean_2015_2019,61.0,5.0,mean_2015_2019,2.692510688591244,5,mean_2015_2019,24.263815512954203,5.0,mean_2015_2019,62.0912,5,mean_2015_2019,58.220000000000006,5.0,mean_2015_2019,211.4318,5,mean_2015_2019,296.9076,5,mean_2015_2019,10452.361897416256,5.0,mean_2015_2019,0,0.0,True,True
ALB,Albania,Europe & Central Asia,Upper middle income,1.645,2.0,latest_pre2020_2019,5.081,2.0,latest_pre2020_2019,2.83,5.0,mean_2015_2019,854.5451614069661,5.0,mean_2015_2019,2.8000983739999996,5.0,mean_2015_2019,56.77315216200001,5.0,mean_2015_2019,64.2,5.0,mean_2015_2019,95.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,13.35126606149748,5,mean_2015_2019,96.67577372262774,5.0,mean_2015_2019,78.9212,5,mean_2015_2019,9.4,5.0,mean_2015_2019,51.040800000000004,5,mean_2015_2019,101.604,5,mean_2015_2019,15362.3905273488,5.0,mean_2015_2019,0,0.0,True,True
AND,Andorra,Europe & Central Asia,High income,4.1716,5.0,mean_2015_2019,4.5446,5.0,mean_2015_2019,,,,3828.911402105744,5.0,mean_2015_2019,5.10121422,5.0,mean_2015_2019,12.556494714,5.0,mean_2015_2019,72.6,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,13.290804762502479,5,mean_2015_2019,157.3421276595744,5.0,mean_2015_2019,84.34400000000001,5,mean_2015_2019,3.2400000000000007,5.0,mean_2015_2019,26.544400000000003,5,mean_2015_2019,40.77459999999999,5,mean_2015_2019,63202.42391926036,5.0,mean_2015_2019,1,0.06666666666666667,True,True
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,2.5271999999999997,5.0,mean_2015_2019,5.7562,5.0,mean_2015_2019,1.5419999999999998,5.0,mean_2015_2019,2851.5307130228985,5.0,mean_2015_2019,2.401090862,5.0,mean_2015_2019,14.025119208000001,5.0,mean_2015_2019,82.2,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.6,5.0,mean_2015_2019,1.4995639689582738,5,mean_2015_2019,128.00913263869342,5.0,mean_2015_2019,82.3408,5,mean_2015_2019,6.9799999999999995,5.0,mean_2015_2019,20.4608,5,mean_2015_2019,41.2162,5,mean_2015_2019,73786.54054197895,5.0,mean_2015_2019,0,0.0,True,True
ARG,Argentina,Latin America & Caribbean ,Upper middle income,5.103,5.0,mean_2015_2019,3.6513999999999998,5.0,mean_2015_2019,4.452,5.0,mean_2015_2019,2265.6184676664398,5.0,mean_2015_2019,6.478829383999999,5.0,mean_2015_2019,24.069470978,5.0,mean_2015_2019,80.0,5.0,mean_2015_2019,89.8,5.0,mean_2015_2019,88.6,5.0,mean_2015_2019,11.32073029128272,5,mean_2015_2019,16.17242479053164,5.0,mean_2015_2019,76.573,5,mean_2015_2019,11.059999999999999,5.0,mean_2015_2019,84.32860000000001,5,mean_2015_2019,138.07819999999998,5,mean_2015_2019,27760.576814925902,5.0,mean_2015_2019,0,0.0,True,True
ARM,Armenia,Europe & Central Asia,Upper middle income,2.9256,5.0,mean_2015_2019,4.8224,5.0,mean_2015_2019,4.215999999999999,5.0,mean_2015_2019,1284.98870994113,5.0,mean_2015_2019,1.453285028,5.0,mean_2015_2019,83.139109802,5.0,mean_2015_2019,70.6,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,93.2,5.0,mean_2015_2019,11.448575239429939,5,mean_2015_2019,104.72637864418698,5.0,mean_2015_2019,75.35951219512197,5,mean_2015_2019,13.36,5.0,mean_2015_2019,64.6306,5,mean_2015_2019,187.8924,5,mean_2015_2019,14360.407020484941,5.0,mean_2015_2019,0,0.0,True,True
ASM,American Samoa,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.613371479926776,5,mean_2015_2019,257.826,5.0,mean_2015_2019,72.728,5,mean_2015_2019,,,,120.65180000000001,5,mean_2015_2019,201.07580000000002,5,mean_2015_2019,,,,10,0.6666666666666666,False,False
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,2.917,1.0,latest_pre2020_2017,5.7214,5.0,mean_2015_2019,3.56,3.0,mean_2015_2017,1073.437939945246,5.0,mean_2015_2019,2.725624514,5.0,mean_2015_2019,25.108844376,5.0,mean_2015_2019,81.2,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,8.791042686799026,5,mean_2015_2019,205.5163636363638,5.0,mean_2015_2019,77.03800000000001,5,mean_2015_2019,10.66,5.0,mean_2015_2019,88.3046,5,mean_2015_2019,130.6624,5,mean_2015_2019,27618.306468760176,5.0,mean_2015_2019,0,0.0,True,True
AUS,Australia,East Asia & Pacific,High income,3.6466000000000003,5.0,mean_2015_2019,12.59,5.0,mean_2015_2019,3.82,2.0,latest_pre2020_2016,5133.271577619731,5.0,mean_2015_2019,7.2773796079999995,5.0,mean_2015_2019,16.272499848000002,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,15.404783741065478,5,mean_2015_2019,3.196239923828534,5.0,mean_2015_2019,82.59951219512195,5,mean_2015_2019,3.8200000000000003,5.0,mean_2015_2019,44.0296,5,mean_2015_2019,76.20720000000001,5,mean_2015_2019,56997.65380824027,5.0,mean_2015_2019,0,0.0,True,True
AUT,Austria,Europe & Central Asia,High income,5.1988,5.0,mean_2015_2019,7.7928,5.0,mean_2015_2019,7.358,5.0,mean_2015_2019,5777.64986317677,5.0,mean_2015_2019,7.695861816000002,5.0,mean_2015_2019,19.610547636,5.0,mean_2015_2019,82.2,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,88.6,5.0,mean_2015_2019,18.65489967314494,5,mean_2015_2019,106.39208434318941,5.0,mean_2015_2019,81.61268292682928,5,mean_2015_2019,3.5799999999999996,5.0,mean_2015_2019,43.041,5,mean_2015_2019,79.796,5,mean_2015_2019,62689.53994096598,5.0,mean_2015_2019,0,0.0,True,True
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,3.2342,5.0,mean_2015_2019,5.9064,5.0,mean_2015_2019,4.024,5.0,mean_2015_2019,626.3160881824602,5.0,mean_2015_2019,1.086618732,5.0,mean_2015_2019,71.14688568400001,5.0,mean_2015_2019,65.0,5.0,mean_2015_2019,80.0,5.0,mean_2015_2019,76.2,5.0,mean_2015_2019,6.175603796551298,5,mean_2015_2019,119.10215408268759,5.0,mean_2015_2019,72.7834,5,mean_2015_2019,25.2,5.0,mean_2015_2019,80.845,5,mean_2015_2019,174.3542,5,mean_2015_2019,20008.70243777982,5.0,mean_2015_2019,0,0.0,True,True
BDI,Burundi,Sub-Saharan Africa ,Low income,0.078,3.0,mean_2015_2018,0.7077500000000001,4.0,mean_2015_2019,,,,56.61571514932818,5.0,mean_2015_2019,2.2008407599999997,5.0,mean_2015_2019,27.581483458,5.0,mean_2015_2019,47.4,5.0,mean_2015_2019,91.2,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,2.3141242980470964,5,mean_2015_2019,451.00136292834907,5.0,mean_2015_2019,61.2454,5,mean_2015_2019,61.24000000000001,5.0,mean_2015_2019,247.67440000000002,5,mean_2015_2019,308.2288,5,mean_2015_2019,1026.6941230266566,5.0,mean_2015_2019,1,0.06666666666666667,True,True
BEL,Belgium,Europe & Central Asia,High income,3.3144,5.0,mean_2015_2019,11.956,5.0,mean_2015_2019,5.688000000000001,5.0,mean_2015_2019,5557.231194709002,5.0,mean_2015_2019,8.262949182,5.0,mean_2015_2019,19.496022032,5.0,mean_2015_2019,86.0,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,18.588747632510938,5,mean_2015_2019,374.3526348061512,5.0,mean_2015_2019,81.5029268292683,5,mean_2015_2019,4.02,5.0,mean_2015_2019,50.188,5,mean_2015_2019,83.374,5,mean_2015_2019,58755.50384858488,5.0,mean_2015_2019,0,0.0,True,True
BEN,Benin,Sub-Saharan Africa ,Lower middle income,0.05933333333333333,3.0,mean_2016_2019,0.4283333333333334,3.0,mean_2016_2019,0.422,5.0,mean_2015_2019,95.9249239405121,5.0,mean_2015_2019,0.626816708,5.0,mean_2015_2019,50.572852325999996,5.0,mean_2015_2019,31.8,5.0,mean_2015_2019,63.8,5.0,mean_2015_2019,74.8,5.0,mean_2015_2019,3.031693533779416,5,mean_2015_2019,106.7903600567574,5.0,mean_2015_2019,59.5064,5,mean_2015_2019,91.66,5.0,mean_2015_2019,256.9892,5,mean_2015_2019,289.1692,5,mean_2015_2019,3078.600212907388,5.0,mean_2015_2019,0,0.0,True,True
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,0.076,5.0,mean_2015_2019,0.758,4.0,mean_2015_2019,,,,109.25091865483873,5.0,mean_2015_2019,2.178466394,5.0,mean_2015_2019,33.938849641999994,5.0,mean_2015_2019,40.2,5.0,mean_2015_2019,88.0,5.0,mean_2015_2019,91.0,5.0,mean_2015_2019,2.568692395055972,5,mean_2015_2019,72.66592836257311,5.0,mean_2015_2019,59.537,5,mean_2015_2019,94.28,5.0,mean_2015_2019,229.6808,5,mean_2015_2019,298.4538,5,mean_2015_2019,2240.929371168628,5.0,mean_2015_2019,1,0.06666666666666667,True,True
BGD,Bangladesh,South Asia,Lower middle income,0.5406,5.0,mean_2015_2019,0.3532,5.0,mean_2015_2019,0.8320000000000001,5.0,mean_2015_2019,115.29955844615749,5.0,mean_2015_2019,0.442652208,5.0,mean_2015_2019,72.282450866,5.0,mean_2015_2019,47.0,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,5.27088624179397,5,mean_2015_2019,1245.7823092878539,5.0,mean_2015_2019,71.5942,5,mean_2015_2019,35.2,5.0,mean_2015_2019,122.901,5,mean_2015_2019,172.6742,5,mean_2015_2019,6054.374702414508,5.0,mean_2015_2019,0,0.0,True,True
BGR,Bulgaria,Europe & Central Asia,High income,4.157,5.0,mean_2015_2019,4.822799999999999,5.0,mean_2015_2019,7.454000000000001,5.0,mean_2015_2019,1647.3013671486838,5.0,mean_2015_2019,4.161093044,5.0,mean_2015_2019,41.016494754,5.0,mean_2015_2019,70.6,5.0,mean_2015_2019,93.2,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,20.86122715769288,5,mean_2015_2019,62.65540899042004,5.0,mean_2015_2019,74.86341463414638,5,mean_2015_2019,7.38,5.0,mean_2015_2019,85.5222,5,mean_2015_2019,184.5568,5,mean_2015_2019,26746.50432378042,5.0,mean_2015_2019,0,0.0,True,True
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7866000000000002,5.0,mean_2015_2019,2.2374,5.0,mean_2015_2019,1.8359999999999999,5.0,mean_2015_2019,2170.250086538614,5.0,mean_2015_2019,2.579804182,5.0,mean_2015_2019,29.172048187999998,5.0,mean_2015_2019,77.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,2.7030252221525997,5,mean_2015_2019,1869.5449483775417,5.0,mean_2015_2019,80.407,5,mean_2015_2019,7.7,5.0,mean_2015_2019,52.833000000000006,5,mean_2015_2019,65.7864,5,mean_2015_2019,54751.9597226545,5.0,mean_2015_2019,0,0.0,True,True
BHS,"Bahamas, The",Latin America & Caribbean ,High income,1.895,1.0,latest_pre2020_2017,4.484,1.0,latest_pre2020_2018,2.8449999999999998,4.0,mean_2015_2019,1947.334521626212,5.0,mean_2015_2019,2.85772953,5.0,mean_2015_2019,27.968880844,5.0,mean_2015_2019,80.4,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,10.51619447536844,5,mean_2015_2019,38.98657342657342,5.0,mean_2015_2019,73.4696,5,mean_2015_2019,15.86,5.0,mean_2015_2019,133.9036,5,mean_2015_2019,217.61700000000002,5,mean_2015_2019,32970.53262296664,5.0,mean_2015_2019,0,0.0,True,True
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2.2914000000000003,5.0,mean_2015_2019,5.958,5.0,mean_2015_2019,2.378,5.0,mean_2015_2019,1252.0612131322061,5.0,mean_2015_2019,6.26288414,5.0,mean_2015_2019,29.040006638,5.0,mean_2015_2019,63.4,5.0,mean_2015_2019,73.4,5.0,mean_2015_2019,77.6,5.0,mean_2015_2019,18.39718745741784,5,mean_2015_2019,67.00296484375001,5.0,mean_2015_2019,77.3836,5,mean_2015_2019,6.760000000000001,5.0,mean_2015_2019,63.6724,5,mean_2015_2019,124.756,5,mean_2015_2019,15605.40206931382,5.0,mean_2015_2019,0,0.0,True,True
BLR,Belarus,Europe & Central Asia,Upper middle income,4.417199999999999,5.0,mean_2015_2019,10.922,5.0,mean_2015_2019,10.034,5.0,mean_2015_2019,1122.202240995744,5.0,mean_2015_2019,3.97710929,5.0,mean_2015_2019,28.22205925,5.0,mean_2015_2019,79.0,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,97.8,5.0,mean_2015_2019,14.8149577237318,5,mean_2015_2019,46.55437027716901,5.0,mean_2015_2019,73.99658536585369,5,mean_2015_2019,3.62,5.0,mean_2015_2019,80.67275,4,mean_2015_2018,234.84374999999997,4,mean_2015_2018,25805.2616101899,5.0,mean_2015_2019,0,0.0,True,True
BLZ,Belize,Latin America & Caribbean ,Upper middle income,1.086,2.0,latest_pre2020_2018,2.1586000000000003,5.0,mean_2015_2019,1.0,4.0,mean_2015_2018,455.0195846943624,5.0,mean_2015_2019,3.265745304,5.0,mean_2015_2019,22.93015747,5.0,mean_2015_2019,68.8,5.0,mean_2015_2019,94.8,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,4.210185258248094,5,mean_2015_2019,16.3112231477422,5.0,mean_2015_2019,72.09020000000001,5,mean_2015_2019,14.48,5.0,mean_2015_2019,117.49839999999999,5,mean_2015_2019,216.427,5,mean_2015_2019,11840.40562717836,5.0,mean_2015_2019,0,0.0,True,True
BMU,Bermuda,North America,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1651345106803,5,mean_2015_2019,1179.366666666668,5.0,mean_2015_2019,80.7474,5,mean_2015_2019,,,,47.09160000000001,5,mean_2015_2019,100.88140000000001,5,mean_2015_2019,94944.25666840078,5.0,mean_2015_2019,10,0.6666666666666666,False,False
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,1.2243333333333333,3.0,mean_2016_2019,1.303,4.0,mean_2015_2019,1.242,5.0,mean_2015_2019,551.9540450625002,5.0,mean_2015_2019,4.575619412,5.0,mean_2015_2019,25.305090334,5.0,mean_2015_2019,64.0,5.0,mean_2015_2019,88.0,5.0,mean_2015_2019,83.6,5.0,mean_2015_2019,5.63245733066936,5,mean_2015_2019,10.471534385673419,5.0,mean_2015_2019,67.5304,5,mean_2015_2019,23.54,5.0,mean_2015_2019,157.8508,5,mean_2015_2019,235.69160000000002,5,mean_2015_2019,11639.82968361802,5.0,mean_2015_2019,0,0.0,True,True
BRA,Brazil,Latin America & Caribbean ,Upper middle income,2.351,2.0,latest_pre2020_2019,8.6416,5.0,mean_2015_2019,2.336,5.0,mean_2015_2019,1404.012298171556,5.0,mean_2015_2019,3.9122755520000005,5.0,mean_2015_2019,24.66020126,5.0,mean_2015_2019,83.0,5.0,mean_2015_2019,92.2,5.0,mean_2015_2019,85.0,5.0,mean_2015_2019,8.603591751085983,5,mean_2015_2019,24.4829546047326,5.0,mean_2015_2019,75.40239999999999,5,mean_2015_2019,15.679999999999998,5.0,mean_2015_2019,86.0648,5,mean_2015_2019,178.37980000000002,5,mean_2015_2019,17927.76927800128,5.0,mean_2015_2019,0,0.0,True,True
BRB,Barbados,Latin America & Caribbean ,High income,2.541,1.0,latest_pre2020_2017,4.708,2.0,latest_pre2020_2019,5.970000000000001,5.0,mean_2015_2019,1084.23230019185,5.0,mean_2015_2019,2.720850468,5.0,mean_2015_2019,45.52269211,5.0,mean_2015_2019,82.6,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,93.8,5.0,mean_2015_2019,13.56348517028464,5,mean_2015_2019,651.4776744186044,5.0,mean_2015_2019,76.26660000000001,5,mean_2015_2019,12.100000000000001,5.0,mean_2015_2019,87.76879999999998,5,mean_2015_2019,138.4266,5,mean_2015_2019,20819.758302245384,5.0,mean_2015_2019,0,0.0,True,True
BRN,Brunei Darussalam,East Asia & Pacific,High income,1.697,3.0,mean_2015_2018,6.3365,4.0,mean_2015_2018,3.316,5.0,mean_2015_2019,1492.478320582296,5.0,mean_2015_2019,2.2475660779999997,5.0,mean_2015_2019,5.143405058,5.0,mean_2015_2019,83.2,5.0,mean_2015_2019,97.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,4.700542545932377,5,mean_2015_2019,82.08872865275143,5.0,mean_2015_2019,74.9538,5,mean_2015_2019,10.639999999999999,5.0,mean_2015_2019,99.7384,5,mean_2015_2019,143.1634,5,mean_2015_2019,79616.9772115339,5.0,mean_2015_2019,0,0.0,True,True
BTN,Bhutan,South Asia,Lower middle income,0.3612000000000001,5.0,mean_2015_2019,1.6469999999999998,5.0,mean_2015_2019,1.786,5.0,mean_2015_2019,362.474935526153,5.0,mean_2015_2019,2.4438018300000004,5.0,mean_2015_2019,16.837010764000002,5.0,mean_2015_2019,64.8,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,97.8,5.0,mean_2015_2019,5.805418828375354,5,mean_2015_2019,19.757164988792283,5.0,mean_2015_2019,71.409,5,mean_2015_2019,25.859999999999996,5.0,mean_2015_2019,116.67160000000001,5,mean_2015_2019,157.02659999999997,5,mean_2015_2019,13522.73191155268,5.0,mean_2015_2019,0,0.0,True,True
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,0.38933333333333336,3.0,mean_2016_2019,3.5436666666666667,3.0,mean_2016_2019,2.538,5.0,mean_2015_2019,953.7997620580834,5.0,mean_2015_2019,4.300810814,5.0,mean_2015_2019,3.89605112,5.0,mean_2015_2019,59.0,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,3.7090000675488417,5,mean_2015_2019,4.00050112046301,5.0,mean_2015_2019,65.2986,5,mean_2015_2019,43.02,5.0,mean_2015_2019,228.6072,5,mean_2015_2019,298.0024,5,mean_2015_2019,17236.895601310778,5.0,mean_2015_2019,0,0.0,True,True
CAF,Central African Republic,Sub-Saharan Africa ,Low income,0.069,2.0,latest_pre2020_2018,0.245,2.0,latest_pre2020_2018,,,,64.63315796861971,5.0,mean_2015_2019,0.658326768,5.0,mean_2015_2019,52.526628874,5.0,mean_2015_2019,31.6,5.0,mean_2015_2019,41.6,5.0,mean_2015_2019,41.0,5.0,mean_2015_2019,2.0867949816820044,5,mean_2015_2019,7.692013868824037,5.0,mean_2015_2019,46.398199999999996,5,mean_2015_2019,154.11999999999998,5.0,mean_2015_2019,432.80120000000005,5,mean_2015_2019,601.7866,5,mean_2015_2019,1098.5058282512,5.0,mean_2015_2019,1,0.06666666666666667,True,True
CAN,Canada,North America,High income,2.4577,5.0,mean_2015_2019,9.935000000000002,5.0,mean_2015_2019,2.548,5.0,mean_2015_2019,5219.9481988326515,5.0,mean_2015_2019,7.650900268000001,5.0,mean_2015_2019,15.426996234,5.0,mean_2015_2019,91.6,5.0,mean_2015_2019,89.6,5.0,mean_2015_2019,91.0,5.0,mean_2015_2019,16.763611293131117,5,mean_2015_2019,4.0834231991425,5.0,mean_2015_2019,81.90717073170734,5,mean_2015_2019,5.24,5.0,mean_2015_2019,50.979,5,mean_2015_2019,83.7754,5,mean_2015_2019,56560.137538258394,5.0,mean_2015_2019,0,0.0,True,True
CHE,Switzerland,Europe & Central Asia,High income,4.286,5.0,mean_2015_2019,17.595999999999997,5.0,mean_2015_2019,4.658,5.0,mean_2015_2019,7760.435881425717,5.0,mean_2015_2019,3.7667646420000005,5.0,mean_2015_2019,21.744583894000005,5.0,mean_2015_2019,86.0,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,18.21963024843944,5,mean_2015_2019,213.60390985199078,5.0,mean_2015_2019,83.54195121951223,5,mean_2015_2019,4.14,5.0,mean_2015_2019,34.800799999999995,5,mean_2015_2019,58.58,5,mean_2015_2019,78070.45034660664,5.0,mean_2015_2019,0,0.0,True,True
CHI,Channel Islands,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97544965058458,5,mean_2015_2019,830.549494949495,5.0,mean_2015_2019,81.18,5,mean_2015_2019,,,,39.2,5,mean_2015_2019,62.8,5,mean_2015_2019,,,,10,0.6666666666666666,False,False
CHL,Chile,Latin America & Caribbean ,High income,2.4099999999999993,5.0,mean_2015_2019,3.2090000000000005,5.0,mean_2015_2019,2.0799999999999996,5.0,mean_2015_2019,2154.842939932082,5.0,mean_2015_2019,4.460403252000001,5.0,mean_2015_2019,33.52078857400001,5.0,mean_2015_2019,80.8,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,11.799471338487479,5,mean_2015_2019,25.04834235799696,5.0,mean_2015_2019,80.3592,5,mean_2015_2019,7.5,5.0,mean_2015_2019,59.734,5,mean_2015_2019,105.26799999999999,5,mean_2015_2019,28074.85864707444,5.0,mean_2015_2019,0,0.0,True,True
CHN,China,East Asia & Pacific,Upper middle income,2.013,5.0,mean_2015_2019,2.7048,5.0,mean_2015_2019,4.322,5.0,mean_2015_2019,759.6167406897324,5.0,mean_2015_2019,2.8764033319999998,5.0,mean_2015_2019,35.605274200000004,5.0,mean_2015_2019,80.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,11.020551243790718,5,mean_2015_2019,148.5772016821534,5.0,mean_2015_2019,77.4146,5,mean_2015_2019,9.32,5.0,mean_2015_2019,59.6496,5,mean_2015_2019,115.77439999999999,5,mean_2015_2019,16802.9644981038,5.0,mean_2015_2019,0,0.0,True,True
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,0.149,2.0,latest_pre2020_2019,0.5206000000000001,5.0,mean_2015_2019,,,,154.6744908717008,5.0,mean_2015_2019,0.8904117360000001,5.0,mean_2015_2019,39.672557068,5.0,mean_2015_2019,45.2,5.0,mean_2015_2019,71.0,5.0,mean_2015_2019,82.2,5.0,mean_2015_2019,2.4941271870846338,5,mean_2015_2019,84.04169874213838,5.0,mean_2015_2019,59.2958,5,mean_2015_2019,80.44,5.0,mean_2015_2019,308.7348,5,mean_2015_2019,352.95200000000006,5,mean_2015_2019,5510.58026680695,5.0,mean_2015_2019,1,0.06666666666666667,True,True
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,0.131,1.0,latest_pre2020_2018,0.369,1.0,latest_pre2020_2018,2.65,1.0,latest_pre2020_2016,146.63052849464,5.0,mean_2015_2019,0.32583702000000003,5.0,mean_2015_2019,74.02660369999998,5.0,mean_2015_2019,46.4,5.0,mean_2015_2019,66.4,5.0,mean_2015_2019,72.6,5.0,mean_2015_2019,2.8093680350799906,5,mean_2015_2019,51.04975735651878,5.0,mean_2015_2019,60.7362,5,mean_2015_2019,82.2,5.0,mean_2015_2019,242.2228,5,mean_2015_2019,314.88719999999995,5,mean_2015_2019,4799.521944313882,5.0,mean_2015_2019,0,0.0,True,True
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,0.162,1.0,latest_pre2020_2019,0.8736,5.0,mean_2015_2019,,,,38.191239720959594,5.0,mean_2015_2019,0.5194075180000001,5.0,mean_2015_2019,38.99018936,5.0,mean_2015_2019,39.6,5.0,mean_2015_2019,64.4,5.0,mean_2015_2019,71.0,5.0,mean_2015_2019,3.107336506278512,5,mean_2015_2019,38.382076266513764,5.0,mean_2015_2019,59.48040000000001,5,mean_2015_2019,91.75999999999999,5.0,mean_2015_2019,248.7786,5,mean_2015_2019,306.17999999999995,5,mean_2015_2019,1408.846037915754,5.0,mean_2015_2019,1,0.06666666666666667,True,True
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,0.099,2.0,latest_pre2020_2018,0.8570000000000001,3.0,mean_2015_2018,,,,110.50837162387445,5.0,mean_2015_2019,0.959054482,5.0,mean_2015_2019,42.947310638,5.0,mean_2015_2019,40.6,5.0,mean_2015_2019,73.0,5.0,mean_2015_2019,74.8,5.0,mean_2015_2019,2.6880376253950415,5,mean_2015_2019,15.678422840409961,5.0,mean_2015_2019,63.879999999999995,5,mean_2015_2019,50.56,5.0,mean_2015_2019,244.6208,5,mean_2015_2019,295.8132,5,mean_2015_2019,7664.201690575578,5.0,mean_2015_2019,1,0.06666666666666667,True,True
