iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,current_health_expenditure_gdp,current_health_expenditure_gdp_observed_years,current_health_expenditure_gdp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,tuberculosis_incidence,tuberculosis_incidence_observed_years,tuberculosis_incidence_aggregation,hiv_prevalence,hiv_prevalence_observed_years,hiv_prevalence_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,urban_population_share,urban_population_share_observed_years,urban_population_share_aggregation,ncd_mortality_risk,ncd_mortality_risk_observed_years,ncd_mortality_risk_aggregation,air_pollution_pm25,air_pollution_pm25_observed_years,air_pollution_pm25_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,domestic_gov_health_expenditure_share,domestic_gov_health_expenditure_share_observed_years,domestic_gov_health_expenditure_share_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,out_of_pocket_expenditure_per_capita_ppp,out_of_pocket_expenditure_per_capita_ppp_observed_years,out_of_pocket_expenditure_per_capita_ppp_aggregation,basic_sanitation_access,basic_sanitation_access_observed_years,basic_sanitation_access_aggregation,basic_drinking_water_access,basic_drinking_water_access_observed_years,basic_drinking_water_access_aggregation,basic_handwashing_access,basic_handwashing_access_observed_years,basic_handwashing_access_aggregation,diabetes_prevalence,diabetes_prevalence_observed_years,diabetes_prevalence_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,population_total,population_total_observed_years,population_total_aggregation,expanded_feature_missing_count,expanded_feature_missing_rate,expanded_primary_sample
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2.042,2.0,latest_pre2020_2017,6.377,1.0,latest_pre2020_2017,3.4,5.0,mean_2015_2019,949.3077123050865,5.0,mean_2015_2019,5.4138489739999995,5.0,mean_2015_2019,3.743801786,5.0,mean_2015_2019,87.2,5.0,mean_2015_2019,87.4,5.0,mean_2015_2019,35.0,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,4.56825409125038,5,mean_2015_2019,3.830865226138652,5.0,mean_2015_2019,87.81781695859885,5,mean_2015_2019,20.98,5.0,mean_2015_2019,37.16899455521475,5.0,mean_2015_2019,72.4512,5,mean_2015_2019,12.4,5.0,mean_2015_2019,113.47319999999999,5,mean_2015_2019,200.5932,5,mean_2015_2019,70.2,5.0,mean_2015_2019,69.154273986,5.0,mean_2015_2019,30.650470734,5.0,mean_2015_2019,291.08893405444024,5.0,mean_2015_2019,89.24738886819671,5.0,mean_2015_2019,94.44395509660865,5.0,mean_2015_2019,95.59,2.0,latest_pre2020_2019,,,,14035.530336413718,5.0,mean_2015_2019,6740560.6,5,mean_2015_2019,0,0.0,True
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,6.1129999999999995,4.0,mean_2016_2019,3.239,1.0,latest_pre2020_2017,1.32,2.0,latest_pre2020_2017,722.8247770436376,5.0,mean_2015_2019,4.421752646,5.0,mean_2015_2019,2.009906864,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,92.2,5.0,mean_2015_2019,4.42,5.0,mean_2015_2019,0.4,5.0,mean_2015_2019,8.240999835264224,5,mean_2015_2019,289.03967213114737,5.0,mean_2015_2019,21.9588917490974,5,mean_2015_2019,16.34,5.0,mean_2015_2019,23.49412468236674,5.0,mean_2015_2019,72.58200000000002,5,mean_2015_2019,18.479999999999997,5.0,mean_2015_2019,94.8848,5,mean_2015_2019,190.81739999999996,5,mean_2015_2019,76.4,5.0,mean_2015_2019,45.50044174,5.0,mean_2015_2019,45.307696531999994,5.0,mean_2015_2019,326.5528254784922,5.0,mean_2015_2019,83.20447496560271,5.0,mean_2015_2019,96.0347771773626,5.0,mean_2015_2019,87.331654089879,2.0,latest_pre2020_2016,,,,22212.241834272143,5.0,mean_2015_2019,176314.2,5,mean_2015_2019,0,0.0,True
LIE,Liechtenstein,Europe & Central Asia,High income,,,,,,,,,,7842.464941464833,5.0,mean_2015_2019,5.722959424,5.0,mean_2015_2019,3.691994142,5.0,mean_2015_2019,,,,,,,,,,,,,17.34881712697714,5,mean_2015_2019,237.47625000000002,5.0,mean_2015_2019,14.522377083746662,5,mean_2015_2019,,,,,,,83.1726829268293,5,mean_2015_2019,,,,32.406,5,mean_2015_2019,47.7456,5,mean_2015_2019,,,,64.50095443400001,5.0,mean_2015_2019,21.94957428,5.0,mean_2015_2019,1722.2356519025482,5.0,mean_2015_2019,99.95,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,,,,,,,37996.2,5,mean_2015_2019,12,0.46153846153846156,False
LKA,Sri Lanka,South Asia,Lower middle income,0.9258,5.0,mean_2015_2019,1.9794,5.0,mean_2015_2019,3.774,5.0,mean_2015_2019,468.77670091154175,5.0,mean_2015_2019,3.5949083340000003,5.0,mean_2015_2019,1.588606714,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,62.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,9.688234750511374,5,mean_2015_2019,346.1626133055554,5.0,mean_2015_2019,19.14810696740248,5,mean_2015_2019,16.22,5.0,mean_2015_2019,19.28198339526244,5.0,mean_2015_2019,76.30959999999999,5,mean_2015_2019,7.94,5.0,mean_2015_2019,62.474599999999995,5,mean_2015_2019,149.987,5,mean_2015_2019,69.4,5.0,mean_2015_2019,44.126501464,5.0,mean_2015_2019,47.88468399,5.0,mean_2015_2019,223.91930434638078,5.0,mean_2015_2019,90.7853975171452,5.0,mean_2015_2019,88.42358270112626,5.0,mean_2015_2019,87.62270639700719,5.0,mean_2015_2019,,,,14229.0298058969,5.0,mean_2015_2019,21421000.0,5,mean_2015_2019,0,0.0,True
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,0.457,1.0,latest_pre2020_2018,3.144,1.0,latest_pre2020_2018,,,,338.00990794604223,5.0,mean_2015_2019,12.405983544,5.0,mean_2015_2019,5.92050171,5.0,mean_2015_2019,90.2,5.0,mean_2015_2019,88.2,5.0,mean_2015_2019,699.0,5.0,mean_2015_2019,23.0,5.0,mean_2015_2019,3.8202488260342684,5,mean_2015_2019,71.04842555994728,5.0,mean_2015_2019,36.45994645061114,5,mean_2015_2019,37.34,5.0,mean_2015_2019,23.580855534970617,5.0,mean_2015_2019,53.6998,5,mean_2015_2019,70.7,5.0,mean_2015_2019,448.851,5,mean_2015_2019,550.5962000000001,5,mean_2015_2019,55.2,5.0,mean_2015_2019,52.001420594,5.0,mean_2015_2019,13.802965452,5.0,mean_2015_2019,43.01011681157994,5.0,mean_2015_2019,38.72542753047374,5.0,mean_2015_2019,73.99715594171525,5.0,mean_2015_2019,7.412728908811408,5.0,mean_2015_2019,,,,2917.721045006396,5.0,mean_2015_2019,2157030.2,5,mean_2015_2019,1,0.038461538461538464,True
LTU,Lithuania,Europe & Central Asia,High income,4.504599999999999,5.0,mean_2015_2019,8.0344,5.0,mean_2015_2019,6.596000000000001,5.0,mean_2015_2019,2242.905264359792,5.0,mean_2015_2019,6.59633465,5.0,mean_2015_2019,4.331815816,5.0,mean_2015_2019,93.4,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,62.4,5.0,mean_2015_2019,0.2,5.0,mean_2015_2019,19.42972026652842,5,mean_2015_2019,45.53674346294868,5.0,mean_2015_2019,67.1822352088615,5,mean_2015_2019,20.639999999999997,5.0,mean_2015_2019,10.533219142803464,5.0,mean_2015_2019,75.28731707317077,5,mean_2015_2019,4.4799999999999995,5.0,mean_2015_2019,77.4078,5,mean_2015_2019,218.356,5,mean_2015_2019,75.4,5.0,mean_2015_2019,65.677883912,5.0,mean_2015_2019,32.043140027999996,5.0,mean_2015_2019,718.841169579148,5.0,mean_2015_2019,93.10927122292836,5.0,mean_2015_2019,97.59760766993188,5.0,mean_2015_2019,,,,,,,38945.209548392566,5.0,mean_2015_2019,2852272.4,5,mean_2015_2019,1,0.038461538461538464,True
LUX,Luxembourg,Europe & Central Asia,High income,2.925333333333333,3.0,mean_2015_2017,12.222,5.0,mean_2015_2019,4.639999999999999,5.0,mean_2015_2019,6045.39799375709,5.0,mean_2015_2019,5.205496598,5.0,mean_2015_2019,4.420396805999999,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,7.12,5.0,mean_2015_2019,0.2,5.0,mean_2015_2019,14.3184730217707,5,mean_2015_2019,231.1867343054464,5.0,mean_2015_2019,92.11027638319167,5,mean_2015_2019,9.120000000000001,5.0,mean_2015_2019,9.472815026928547,5.0,mean_2015_2019,82.40146341463415,5,mean_2015_2019,2.46,5.0,mean_2015_2019,39.4062,5,mean_2015_2019,69.1902,5,mean_2015_2019,85.0,5.0,mean_2015_2019,84.903468324,5.0,mean_2015_2019,10.428837016,5.0,mean_2015_2019,628.8892706866452,5.0,mean_2015_2019,97.61833945671334,5.0,mean_2015_2019,99.99999770472883,5.0,mean_2015_2019,,,,,,,132077.47546949759,5.0,mean_2015_2019,595181.0,5,mean_2015_2019,1,0.038461538461538464,True
LVA,Latvia,Europe & Central Asia,High income,3.2368,5.0,mean_2015_2019,4.7316,5.0,mean_2015_2019,5.578,5.0,mean_2015_2019,1769.3791935867062,5.0,mean_2015_2019,6.331908608,5.0,mean_2015_2019,3.6902668479999994,5.0,mean_2015_2019,96.4,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,39.8,5.0,mean_2015_2019,0.6,5.0,mean_2015_2019,19.98318422941056,5,mean_2015_2019,31.24144824593828,5.0,mean_2015_2019,67.9760591180069,5,mean_2015_2019,21.98,5.0,mean_2015_2019,12.92413152696056,5.0,mean_2015_2019,74.77219512195123,5,mean_2015_2019,4.499999999999999,5.0,mean_2015_2019,85.8366,5,mean_2015_2019,226.49020000000002,5,mean_2015_2019,76.6,5.0,mean_2015_2019,58.25243988,5.0,mean_2015_2019,39.972250366000004,5.0,mean_2015_2019,701.3054181751853,5.0,mean_2015_2019,90.99425917052471,5.0,mean_2015_2019,98.52290483712525,5.0,mean_2015_2019,,,,,,,33048.483897483246,5.0,mean_2015_2019,1944061.6,5,mean_2015_2019,1,0.038461538461538464,True
MAC,"Macao SAR, China",East Asia & Pacific,High income,,,,3.74525,4.0,mean_2015_2018,,,,,,,,,,,,,,,,,,,87.6,5.0,mean_2015_2019,,,,9.55743858410654,5,mean_2015_2019,20809.260905736457,5.0,mean_2015_2019,100.0,5,mean_2015_2019,,,,,,,83.52682926829269,5,mean_2015_2019,,,,25.578999999999997,5,mean_2015_2019,58.325599999999994,5,mean_2015_2019,,,,,,,,,,,,,100.0,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,,,,130008.36122042779,5.0,mean_2015_2019,654940.0,5,mean_2015_2019,16,0.6153846153846154,False
MAF,St. Martin (French part),Latin America & Caribbean ,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.836841113466198,5,mean_2015_2019,726.64,5.0,mean_2015_2019,100.0,5,mean_2015_2019,,,,,,,79.7166,5,mean_2015_2019,,,,40.3426,5,mean_2015_2019,84.12480000000001,5,mean_2015_2019,,,,,,,,,,,,,99.836404970392,5.0,mean_2015_2019,99.95749834146015,5.0,mean_2015_2019,,,,,,,,,,36332.0,5,mean_2015_2019,18,0.6923076923076923,False
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.734,1.0,latest_pre2020_2017,1.394,1.0,latest_pre2020_2017,0.71,3.0,mean_2017_2019,404.2823743196926,5.0,mean_2015_2019,5.030232238,5.0,mean_2015_2019,1.995883512,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,6.238358659027612,5,mean_2015_2019,79.3762469191127,5.0,mean_2015_2019,61.25924222586508,5,mean_2015_2019,22.640000000000004,5.0,mean_2015_2019,24.50796680959672,5.0,mean_2015_2019,73.58420000000001,5,mean_2015_2019,20.959999999999997,5.0,mean_2015_2019,93.5714,5,mean_2015_2019,133.842,5,mean_2015_2019,65.6,5.0,mean_2015_2019,39.683018491999995,5.0,mean_2015_2019,47.862029266,5.0,mean_2015_2019,193.50808208216418,5.0,mean_2015_2019,84.47337340279051,5.0,mean_2015_2019,84.40925001617298,5.0,mean_2015_2019,,,,,,,8434.13671875,5.0,mean_2015_2019,35425619.0,5,mean_2015_2019,1,0.038461538461538464,True
MCO,Monaco,Europe & Central Asia,High income,8.609,2.0,latest_pre2020_2019,,,,,,,8163.065983226676,5.0,mean_2015_2019,4.10539751,5.0,mean_2015_2019,3.5056332580000005,5.0,mean_2015_2019,88.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,1.6,5.0,mean_2015_2019,,,,35.444502518255234,5,mean_2015_2019,18547.01529353726,5.0,mean_2015_2019,100.0,5,mean_2015_2019,,,,10.608929949485164,5.0,mean_2015_2019,85.8132,5,mean_2015_2019,3.3,5.0,mean_2015_2019,19.929399999999998,5,mean_2015_2019,34.9944,5,mean_2015_2019,85.0,5.0,mean_2015_2019,85.44399566800001,5.0,mean_2015_2019,6.383436204000001,5.0,mean_2015_2019,521.4162064012501,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,,,,,,,37594.8,5,mean_2015_2019,5,0.19230769230769232,True
MDA,Moldova,Europe & Central Asia,Upper middle income,3.3840000000000003,5.0,mean_2015_2019,6.416000000000001,5.0,mean_2015_2019,5.768,5.0,mean_2015_2019,738.6933536462553,5.0,mean_2015_2019,7.290645502000001,5.0,mean_2015_2019,3.7730874059999997,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,89.6,5.0,mean_2015_2019,103.2,5.0,mean_2015_2019,0.9,5.0,mean_2015_2019,12.78935638199338,5,mean_2015_2019,95.85802205573277,5.0,mean_2015_2019,40.100896453857416,5,mean_2015_2019,24.8,5.0,mean_2015_2019,16.640004296405216,5.0,mean_2015_2019,70.2178,5,mean_2015_2019,15.48,5.0,mean_2015_2019,122.2018,5,mean_2015_2019,291.464,5,mean_2015_2019,70.8,5.0,mean_2015_2019,52.22925033599999,5.0,mean_2015_2019,42.366975404,5.0,mean_2015_2019,309.3817901092326,5.0,mean_2015_2019,82.1641642913576,5.0,mean_2015_2019,89.69769451494463,5.0,mean_2015_2019,86.9794192153934,2.0,latest_pre2020_2016,,,,13140.802573114139,5.0,mean_2015_2019,2753156.0,5,mean_2015_2019,0,0.0,True
MDG,Madagascar,Sub-Saharan Africa ,Low income,0.195,1.0,latest_pre2020_2018,0.285,1.0,latest_pre2020_2018,,,,69.55409716693637,5.0,mean_2015_2019,4.49277983,5.0,mean_2015_2019,1.757530262,5.0,mean_2015_2019,61.0,5.0,mean_2015_2019,67.6,5.0,mean_2015_2019,215.8,5.0,mean_2015_2019,0.3,5.0,mean_2015_2019,2.9417468940602545,5,mean_2015_2019,46.074083533860446,5.0,mean_2015_2019,29.698179470553903,5,mean_2015_2019,26.660000000000004,5.0,mean_2015_2019,14.057260426108702,5.0,mean_2015_2019,63.4442,5,mean_2015_2019,65.0,5.0,mean_2015_2019,211.53699999999998,5,mean_2015_2019,259.283,5,mean_2015_2019,31.8,5.0,mean_2015_2019,37.694802858,5.0,mean_2015_2019,27.483480452000002,5.0,mean_2015_2019,18.67285149927134,5.0,mean_2015_2019,12.13057093447172,5.0,mean_2015_2019,49.84661673579192,5.0,mean_2015_2019,23.60381813927792,5.0,mean_2015_2019,,,,1666.5676593766882,5.0,mean_2015_2019,26805901.8,5,mean_2015_2019,1,0.038461538461538464,True
MDV,Maldives,South Asia,Upper middle income,1.82775,4.0,mean_2016_2019,4.9412,5.0,mean_2015_2019,5.228,5.0,mean_2015_2019,1722.0411864173598,5.0,mean_2015_2019,8.572475816,5.0,mean_2015_2019,6.3284817680000005,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.2,5.0,mean_2015_2019,49.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,3.895820887016806,5,mean_2015_2019,1527.052666666666,5.0,mean_2015_2019,39.320545483179345,5,mean_2015_2019,13.679999999999998,5.0,mean_2015_2019,11.866972613189661,5.0,mean_2015_2019,79.1776,5,mean_2015_2019,8.620000000000001,5.0,mean_2015_2019,40.5286,5,mean_2015_2019,54.275999999999996,5,mean_2015_2019,67.4,5.0,mean_2015_2019,74.14769134599999,5.0,mean_2015_2019,19.243173218000003,5.0,mean_2015_2019,331.24732601145223,5.0,mean_2015_2019,94.32141730703232,5.0,mean_2015_2019,99.1789734539328,5.0,mean_2015_2019,95.80290180056689,5.0,mean_2015_2019,,,,20227.885134461718,5.0,mean_2015_2019,458115.8,5,mean_2015_2019,0,0.0,True
MEX,Mexico,Latin America & Caribbean ,Upper middle income,2.402,5.0,mean_2015_2019,2.8584,5.0,mean_2015_2019,0.986,5.0,mean_2015_2019,1086.5232829673039,5.0,mean_2015_2019,5.352746106,5.0,mean_2015_2019,2.7074515359999998,5.0,mean_2015_2019,88.2,5.0,mean_2015_2019,87.0,5.0,mean_2015_2019,25.4,5.0,mean_2015_2019,0.4,5.0,mean_2015_2019,6.9794447287941495,5,mean_2015_2019,63.48521381722783,5.0,mean_2015_2019,77.74693866774388,5,mean_2015_2019,15.64,5.0,mean_2015_2019,17.59778523922332,5.0,mean_2015_2019,74.3798,5,mean_2015_2019,15.8,5.0,mean_2015_2019,100.3648,5,mean_2015_2019,198.3742,5,mean_2015_2019,77.8,5.0,mean_2015_2019,50.56233444200001,5.0,mean_2015_2019,41.759190368,5.0,mean_2015_2019,453.8087859131418,5.0,mean_2015_2019,89.95172916269811,5.0,mean_2015_2019,97.9143988267944,5.0,mean_2015_2019,92.05625051134413,5.0,mean_2015_2019,,,,21693.334630582198,5.0,mean_2015_2019,123412081.4,5,mean_2015_2019,0,0.0,True
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,,,,4.305,1.0,latest_pre2020_2018,,,,603.4427302810238,5.0,mean_2015_2019,14.17848625,5.0,mean_2015_2019,6.110619448,5.0,mean_2015_2019,80.2,5.0,mean_2015_2019,79.2,5.0,mean_2015_2019,875.8,5.0,mean_2015_2019,,,,3.1927542981263004,5,mean_2015_2019,258.1444444444443,5.0,mean_2015_2019,76.21578558851964,5,mean_2015_2019,,,,10.4693831520846,5.0,mean_2015_2019,65.6718,5,mean_2015_2019,33.2,5.0,mean_2015_2019,212.63719999999998,5,mean_2015_2019,278.2414,5,mean_2015_2019,66.2,5.0,mean_2015_2019,43.011943816,5.0,mean_2015_2019,1.223111774,5.0,mean_2015_2019,7.299636301443812,5.0,mean_2015_2019,78.21617541689537,5.0,mean_2015_2019,87.80309351445521,5.0,mean_2015_2019,84.99584327375064,5.0,mean_2015_2019,,,,5361.271754049651,5.0,mean_2015_2019,46466.0,5,mean_2015_2019,4,0.15384615384615385,True
MKD,North Macedonia,Europe & Central Asia,Upper middle income,3.2222,5.0,mean_2015_2019,5.1338,5.0,mean_2015_2019,4.601999999999999,5.0,mean_2015_2019,1121.6792402831884,5.0,mean_2015_2019,6.53686838,5.0,mean_2015_2019,3.9903090499999996,5.0,mean_2015_2019,80.8,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,16.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,14.52205175852588,5,mean_2015_2019,75.19994448850119,5.0,mean_2015_2019,59.796566764983424,5,mean_2015_2019,20.32,5.0,mean_2015_2019,29.860025967745617,5.0,mean_2015_2019,76.00146341463417,5,mean_2015_2019,9.36,5.0,mean_2015_2019,65.1322,5,mean_2015_2019,119.3584,5,mean_2015_2019,67.2,5.0,mean_2015_2019,61.07674636800001,5.0,mean_2015_2019,38.189065552,5.0,mean_2015_2019,431.11886564418717,5.0,mean_2015_2019,96.68110511675616,5.0,mean_2015_2019,97.81075758755749,5.0,mean_2015_2019,99.67461846898394,5.0,mean_2015_2019,,,,20347.025148715424,5.0,mean_2015_2019,1896542.6,5,mean_2015_2019,0,0.0,True
MLI,Mali,Sub-Saharan Africa ,Low income,0.111,4.0,mean_2015_2018,0.411,2.0,latest_pre2020_2018,0.2375,4.0,mean_2015_2018,83.21769373193224,5.0,mean_2015_2019,3.824283124,5.0,mean_2015_2019,1.1152035359999999,5.0,mean_2015_2019,69.8,5.0,mean_2015_2019,75.2,5.0,mean_2015_2019,60.0,5.0,mean_2015_2019,1.08,5.0,mean_2015_2019,2.5771727248495298,5,mean_2015_2019,16.244643375212082,5.0,mean_2015_2019,27.082106910058762,5,mean_2015_2019,24.82,5.0,mean_2015_2019,65.63698676006513,5.0,mean_2015_2019,58.55799999999999,5,mean_2015_2019,100.7,5.0,mean_2015_2019,238.99899999999997,5,mean_2015_2019,285.8398,5,mean_2015_2019,39.0,5.0,mean_2015_2019,29.301540757999998,5.0,mean_2015_2019,34.211404802000004,5.0,mean_2015_2019,28.389643047317726,5.0,mean_2015_2019,38.65588797630342,5.0,mean_2015_2019,76.43130697150985,5.0,mean_2015_2019,16.60422077519046,5.0,mean_2015_2019,,,,2808.0888741026642,5.0,mean_2015_2019,19821551.4,5,mean_2015_2019,0,0.0,True
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,3.8933999999999997,5.0,mean_2015_2019,8.3506,5.0,mean_2015_2019,4.4319999999999995,5.0,mean_2015_2019,3901.978442213372,5.0,mean_2015_2019,8.544091798,5.0,mean_2015_2019,5.342873002,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,97.4,5.0,mean_2015_2019,11.440000000000001,5.0,mean_2015_2019,0.2,5.0,mean_2015_2019,18.625449371201558,5,mean_2015_2019,1471.0287500000002,5.0,mean_2015_2019,94.62907883908022,5,mean_2015_2019,10.36,5.0,mean_2015_2019,12.96417044339104,5.0,mean_2015_2019,82.2507317073171,5,mean_2015_2019,6.38,5.0,mean_2015_2019,43.8226,5,mean_2015_2019,64.04839999999999,5,mean_2015_2019,81.4,5.0,mean_2015_2019,62.54914016600001,5.0,mean_2015_2019,35.197880552,5.0,mean_2015_2019,1369.5677477752702,5.0,mean_2015_2019,99.98109623215296,5.0,mean_2015_2019,99.99999840236072,5.0,mean_2015_2019,,,,,,,50314.11478877616,5.0,mean_2015_2019,470729.2,5,mean_2015_2019,1,0.038461538461538464,True
MMR,Myanmar,East Asia & Pacific,Lower middle income,0.745,4.0,mean_2016_2019,1.0679999999999998,3.0,mean_2016_2019,1.0619999999999998,5.0,mean_2015_2019,230.1701993657306,5.0,mean_2015_2019,4.6002126699999994,5.0,mean_2015_2019,0.7568898660000001,5.0,mean_2015_2019,87.0,5.0,mean_2015_2019,89.8,5.0,mean_2015_2019,355.6,5.0,mean_2015_2019,0.9,5.0,mean_2015_2019,5.96278891036845,5,mean_2015_2019,79.47070242659609,5.0,mean_2015_2019,29.9013178385947,5,mean_2015_2019,25.78,5.0,mean_2015_2019,30.587866403881854,5.0,mean_2015_2019,65.9052,5,mean_2015_2019,46.959999999999994,5.0,mean_2015_2019,165.20440000000002,5,mean_2015_2019,264.9156,5,mean_2015_2019,53.0,5.0,mean_2015_2019,16.312168694,5.0,mean_2015_2019,75.164065552,5.0,mean_2015_2019,172.990911020975,5.0,mean_2015_2019,72.21251810150667,5.0,mean_2015_2019,77.58690606901638,5.0,mean_2015_2019,74.40847589166194,5.0,mean_2015_2019,,,,5907.400597282622,5.0,mean_2015_2019,51878530.0,5,mean_2015_2019,0,0.0,True
MNE,Montenegro,Europe & Central Asia,Upper middle income,2.6474,5.0,mean_2015_2019,5.1818,5.0,mean_2015_2019,3.9120000000000004,5.0,mean_2015_2019,1692.36560562797,5.0,mean_2015_2019,8.462171842,5.0,mean_2015_2019,5.0406476,5.0,mean_2015_2019,49.6,5.0,mean_2015_2019,87.6,5.0,mean_2015_2019,18.6,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,15.278707827346519,5,mean_2015_2019,46.53051301115242,5.0,mean_2015_2019,64.99633225506383,5,mean_2015_2019,20.560000000000002,5.0,mean_2015_2019,20.96345728016902,5.0,mean_2015_2019,76.87951219512196,5,mean_2015_2019,3.62,5.0,mean_2015_2019,72.81860000000002,5,mean_2015_2019,136.0562,5,mean_2015_2019,68.8,5.0,mean_2015_2019,59.540741732,5.0,mean_2015_2019,39.258374024,5.0,mean_2015_2019,664.2845547313975,5.0,mean_2015_2019,96.60320735367561,5.0,mean_2015_2019,98.3775895055704,5.0,mean_2015_2019,99.24262298334604,5.0,mean_2015_2019,,,,22725.49541780912,5.0,mean_2015_2019,625835.4,5,mean_2015_2019,0,0.0,True
MNG,Mongolia,East Asia & Pacific,Upper middle income,3.4223999999999997,5.0,mean_2015_2019,4.144749999999999,4.0,mean_2015_2018,7.67,5.0,mean_2015_2019,522.287875654546,5.0,mean_2015_2019,4.436129188000001,5.0,mean_2015_2019,2.2895617500000003,5.0,mean_2015_2019,98.6,5.0,mean_2015_2019,98.8,5.0,mean_2015_2019,428.0,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,3.9801744648006783,5,mean_2015_2019,2.021568763653216,5.0,mean_2015_2019,67.9199616467135,5,mean_2015_2019,29.78,5.0,mean_2015_2019,32.16561597182216,5.0,mean_2015_2019,70.69156097560975,5,mean_2015_2019,17.439999999999998,5.0,mean_2015_2019,122.00480000000002,5,mean_2015_2019,292.05080000000004,5,mean_2015_2019,69.8,5.0,mean_2015_2019,51.670183562,5.0,mean_2015_2019,39.257692715999994,5.0,mean_2015_2019,206.9772644485144,5.0,mean_2015_2019,64.79891459677052,5.0,mean_2015_2019,80.73714834222724,5.0,mean_2015_2019,80.33202624652883,5.0,mean_2015_2019,,,,14659.043384736,5.0,mean_2015_2019,3148099.8,5,mean_2015_2019,0,0.0,True
MNP,Northern Mariana Islands,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,123.2,5.0,mean_2015_2019,,,,5.12303576119654,5,mean_2015_2019,108.45739130434781,5.0,mean_2015_2019,91.47143381098297,5,mean_2015_2019,,,,9.403069184144233,5.0,mean_2015_2019,77.51520000000001,5,mean_2015_2019,,,,69.2124,5,mean_2015_2019,99.7298,5,mean_2015_2019,,,,,,,,,,,,,98.45284817957456,5.0,mean_2015_2019,99.68422871799359,5.0,mean_2015_2019,,,,,,,,,,49890.4,5,mean_2015_2019,16,0.6153846153846154,False
