iso3,country,conversion_profile,conversion_efficiency_zscore,realized_resilience_gap,main_bottleneck_block,evidence_variant,n,coverage_count,missing_count,missing_rate,source_provenance
AFG,Afghanistan,structurally vulnerable systems,-0.3483261117458917,0.500112975682395,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
COG,"Congo, Rep.",adaptive over-performers,1.6022806188073562,-2.3004916976610423,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MOZ,Mozambique,adaptive over-performers,0.0606969511146781,-0.0871463028845658,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TGO,Togo,adaptive over-performers,0.6915804300344807,-0.9929440691502622,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GNB,Guinea-Bissau,adaptive over-performers,0.1655918426885625,-0.237750275971623,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ETH,Ethiopia,adaptive over-performers,0.3919383273335783,-0.5627296850767559,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PNG,Papua New Guinea,adaptive over-performers,0.4612352193304586,-0.6622234459332017,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
HTI,Haiti,adaptive over-performers,0.1449397296481492,-0.2080987817009179,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BEN,Benin,adaptive over-performers,0.3971396469751166,-0.5701975359087449,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SOM,"Somalia, Fed. Rep.",structurally vulnerable systems,-1.4688014481569809,2.108847537276432,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GNQ,Equatorial Guinea,adaptive over-performers,1.1188740310088086,-1.606435470074033,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CMR,Cameroon,adaptive over-performers,0.343188732368952,-0.4927369277756424,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
AGO,Angola,adaptive over-performers,0.8175098143789531,-1.1737485423340297,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
COD,"Congo, Dem. Rep.",adaptive over-performers,0.6643598184927471,-0.9538617822387312,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GIN,Guinea,adaptive over-performers,0.6906974397324945,-0.9916763062908784,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NGA,Nigeria,adaptive over-performers,0.6448404975279455,-0.9258367064209064,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TCD,Chad,adaptive over-performers,1.067360650348474,-1.532474577620774,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CAF,Central African Republic,structurally vulnerable systems,-7.82617585825132,11.23651648469892,preparedness,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NOR,Norway,effective converters,0.8762506077879808,-1410.8739750673135,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
DEU,Germany,effective converters,0.5893328078256928,-948.9001363589368,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SWE,Sweden,effective converters,1.074392961743851,-1729.908150987172,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
JPN,Japan,effective converters,1.4516766495231912,-2337.3824643563094,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
FRA,France,effective converters,0.7044474853801079,-1134.2492833567185,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
AUS,Australia,effective converters,0.4757406592204475,-766.0024529625251,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
DNK,Denmark,effective converters,1.3919241197649423,-2241.173356561035,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BEL,Belgium,effective converters,0.363243752454612,-584.8682470392177,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
AUT,Austria,capacity under-realizers,0.1029859933935019,-165.82043605327,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ISL,Iceland,effective converters,1.0602991250846427,-1707.2152967116997,preparedness,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
FIN,Finland,effective converters,1.010761487318908,-1627.4534531377228,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
LUX,Luxembourg,effective converters,1.3216478080777536,-2128.019632795329,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CZE,Czechia,capacity under-realizers,-0.59674127831019,960.828708058326,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
USA,United States,capacity under-realizers,-1.3075125927256643,2105.260153606403,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SVN,Slovenia,capacity under-realizers,0.0747549079208594,-120.3648284596834,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
NZL,New Zealand,effective converters,1.094217480588606,-1761.8281262290764,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CHE,Switzerland,effective converters,0.3533678521891038,-568.9668022457697,equity_access,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
IRL,Ireland,effective converters,0.1488520956505909,-239.67064447213895,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CAN,Canada,effective converters,0.5320653367548756,-856.6922864200912,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
NLD,Netherlands,effective converters,0.4204943922654987,-677.0489965271277,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MDV,Maldives,capacity under-realizers,-0.5896187997040895,949.3606193471652,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
GBR,United Kingdom,capacity under-realizers,0.1550089125502415,-249.58389606451144,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ESP,Spain,capacity under-realizers,0.1911988759308844,-307.8543007165363,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SVK,Slovak Republic,capacity under-realizers,-1.3757400029111284,2215.1148875847502,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PRT,Portugal,capacity under-realizers,0.4419028558737404,-711.5193225760795,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
HRV,Croatia,capacity under-realizers,-0.9422010643579958,1517.0625265974895,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
AND,Andorra,effective converters,0.544571892537527,-876.8294183257847,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ITA,Italy,capacity under-realizers,-0.1794217801291896,288.8916913661924,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
URY,Uruguay,effective converters,0.550774554709786,-886.816486588215,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BLR,Belarus,capacity under-realizers,-2.8073864409085383,4520.2461855445445,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
QAT,Qatar,capacity under-realizers,-0.4470356781986041,719.7838137757795,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ISR,Israel,effective converters,0.0337045683081849,-54.268605173284186,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MLT,Malta,uncertain / data-limited systems,0.7174299020340305,-1155.1526112719346,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
HUN,Hungary,capacity under-realizers,0.1256212592131724,-202.2660683642389,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ARG,Argentina,capacity under-realizers,-0.5912543880668567,951.9941228613902,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ARE,United Arab Emirates,capacity under-realizers,-0.5335463661951683,859.0769305790187,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
KWT,Kuwait,capacity under-realizers,-0.7404266520360814,1192.1802787002398,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
POL,Poland,capacity under-realizers,-0.491294791458237,791.046567264998,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
GRC,Greece,uncertain / data-limited systems,0.4118975970135322,-663.2070721025611,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
OMN,Oman,uncertain / data-limited systems,0.0706033734766554,-113.68033448973426,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CRI,Costa Rica,uncertain / data-limited systems,-0.0931350950916217,149.9592475740494,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BRN,Brunei Darussalam,uncertain / data-limited systems,-0.4792459330330359,771.6463858211296,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
EST,Estonia,capacity under-realizers,0.5976556667811145,-962.3009888022845,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
KOR,"Korea, Rep.",effective converters,0.1656050621208671,-266.6450330637267,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
LTU,Lithuania,uncertain / data-limited systems,-2.305883439445072,3712.7631129003857,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ATG,Antigua and Barbuda,uncertain / data-limited systems,1.217686297350068,-1960.628490819809,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
COL,Colombia,capacity under-realizers,-0.8104614897865791,1304.9451989776444,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
KAZ,Kazakhstan,capacity under-realizers,-0.0400223424424196,64.44101821028926,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ROU,Romania,capacity under-realizers,-0.9274893791815784,1493.3748582976768,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SMR,San Marino,uncertain / data-limited systems,0.1511356326561574,-243.34742700857575,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SYC,Seychelles,uncertain / data-limited systems,0.8420380052493148,-1355.7873707190686,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
RUS,Russian Federation,uncertain / data-limited systems,-2.3891844001406293,3846.8881639975302,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CHL,Chile,capacity under-realizers,-0.5145088611791918,828.4241468450832,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
TUR,Turkiye,uncertain / data-limited systems,0.4545678811204597,-731.9116103021615,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BRA,Brazil,capacity under-realizers,-0.4229337956284397,680.976743553922,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SRB,Serbia,uncertain / data-limited systems,-1.5707593647555358,2529.1206523911187,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MKD,North Macedonia,structurally vulnerable systems,-1.9314176726872527,3109.8260077200066,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CYP,Cyprus,adaptive over-performers,0.573573391019118,-923.5254880140257,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BGR,Bulgaria,uncertain / data-limited systems,-2.9948779931180125,4822.131227570475,vulnerability,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SGP,Singapore,uncertain / data-limited systems,-0.5700875135994438,917.9127857939292,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
LVA,Latvia,uncertain / data-limited systems,-0.1124858609773422,181.11642081094303,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
JOR,Jordan,uncertain / data-limited systems,-0.1698980470570306,273.557280162853,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
NIC,Nicaragua,uncertain / data-limited systems,-0.70963762037729,1142.6060551860655,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
TUN,Tunisia,structurally vulnerable systems,-0.3641464896982358,586.3217678379865,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
IRN,"Iran, Islamic Rep.",structurally vulnerable systems,-0.0823694380437468,132.6251821613132,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
VCT,St. Vincent and the Grenadines,adaptive over-performers,1.5309957763040989,-2465.0962607355814,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ALB,Albania,structurally vulnerable systems,-1.0788593112155938,1737.0995368501108,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
UZB,Uzbekistan,adaptive over-performers,1.0691872885337188,-1721.5263606755834,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
KNA,St. Kitts and Nevis,structurally vulnerable systems,-1.6204706932358288,2609.1621599181963,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ECU,Ecuador,structurally vulnerable systems,-1.234507615655136,1987.7129344846824,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BIH,Bosnia and Herzegovina,structurally vulnerable systems,-0.9607952647106704,1547.00153392212,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PSE,West Bank and Gaza,effective converters,0.2063384391864411,-332.2309066798369,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BRB,Barbados,adaptive over-performers,1.220174297750945,-1964.63448520584,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
THA,Thailand,uncertain / data-limited systems,0.4818025953938238,-775.7629346209928,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MDA,Moldova,uncertain / data-limited systems,-0.0860889371068172,138.61404468732144,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PAN,Panama,structurally vulnerable systems,-0.226811706739473,365.19544915026313,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
GEO,Georgia,uncertain / data-limited systems,-0.9889506951082788,1592.3353273046823,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
KGZ,Kyrgyz Republic,adaptive over-performers,0.624352305148883,-1005.28594306092,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
DZA,Algeria,adaptive over-performers,0.0338116618595127,-54.44103929558105,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SLV,El Salvador,adaptive over-performers,1.629222578072263,-2623.253798130786,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MNE,Montenegro,uncertain / data-limited systems,-0.1646601326603925,265.1235774753277,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BLZ,Belize,uncertain / data-limited systems,0.7357831688647797,-1184.703685244183,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MYS,Malaysia,adaptive over-performers,0.5497811434668328,-885.2169692163982,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
TJK,Tajikistan,adaptive over-performers,0.9491824681722184,-1528.3034671039811,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MUS,Mauritius,uncertain / data-limited systems,0.6692493246925825,-1077.5758061084343,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ARM,Armenia,uncertain / data-limited systems,-2.0323484497456463,3272.33728630786,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MEX,Mexico,structurally vulnerable systems,-1.5842430711109114,2550.831119939065,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BHS,"Bahamas, The",adaptive over-performers,0.4030959391634021,-649.0352930614672,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BTN,Bhutan,uncertain / data-limited systems,0.9490246681691158,-1528.0493892001664,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
JAM,Jamaica,adaptive over-performers,0.7329457854660367,-1180.1351401738632,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
LBN,Lebanon,structurally vulnerable systems,-0.3316682218410573,534.0276610291662,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PRY,Paraguay,structurally vulnerable systems,-0.6743343471582186,1085.7633335071432,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
FJI,Fiji,adaptive over-performers,1.151041473795512,-1853.321920883795,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PER,Peru,structurally vulnerable systems,-1.5065872699358167,2425.7954875330297,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
CPV,Cabo Verde,adaptive over-performers,0.788914682390288,-1270.252121984571,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
MNG,Mongolia,adaptive over-performers,2.4439849315412165,-3935.123929982477,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
SUR,Suriname,adaptive over-performers,0.4337467572051152,-698.386975223199,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
EGY,"Egypt, Arab Rep.",structurally vulnerable systems,-0.1660195784088566,267.3124565585226,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
AZE,Azerbaijan,adaptive over-performers,0.1571935756675279,-253.10147917267025,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
UKR,Ukraine,uncertain / data-limited systems,1.0018036632212608,-1613.0302267453262,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
DOM,Dominican Republic,adaptive over-performers,1.468829799838605,-2365.001199402357,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
BOL,Bolivia,structurally vulnerable systems,-1.2916484864449334,2079.716942006599,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
GTM,Guatemala,adaptive over-performers,0.3241715783544471,-521.957119677626,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
PHL,Philippines,adaptive over-performers,0.0774238967009695,-124.6622369591878,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
ZAF,South Africa,uncertain / data-limited systems,-0.3643665668616184,586.6761198230961,capacity,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
NAM,Namibia,adaptive over-performers,1.4795958693338278,-2382.335928907334,preparedness,ghs_enhanced_owid,106,106,87,0.4507772020725389,results/tables/stage4_conversion_profiles_with_ghs.csv
