iso3,country,region,income_group,potential_capacity_score,potential_capacity_rank_point,median_potential_capacity_rank,potential_rank_p05,potential_rank_p95,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,capacity_score,preparedness_score,vulnerability_score,equity_access_score,expanded_feature_missing_count,expanded_feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,0.6200103143941642,109,110.5,97.65,121.0,0.0,0.0,0.1216145833333333,0.2308564778967678,0.8269696833764881,0.7383300460921496,0.683885050211251,0,0.0,60,193,26
FJI,Fiji,East Asia & Pacific,Upper middle income,0.6178667108182544,110,114.0,90.95,125.0,0.0,0.0,0.17734375,0.1718859030867164,0.9193966862730744,0.553064783244404,0.8271194706688227,0,0.0,60,193,26
GUY,Guyana,Latin America & Caribbean ,High income,0.6118947006333888,111,106.0,63.0,117.0,0.0,0.0,0.28125,0.2028261617228233,0.867480051953228,0.6105846381499948,0.766687950707509,0,0.0,60,193,26
PER,Peru,Latin America & Caribbean ,Upper middle income,0.6056794177274751,112,118.0,107.0,126.05,0.0,0.0,0.0992187499999999,0.219058315884222,0.7904545559187894,0.7070732519612428,0.7061315471456461,1,0.0384615384615384,60,193,26
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,0.6056459361798809,113,118.0,106.0,129.05,0.0,0.0,0.1200520833333333,0.1748414442188375,0.8907404525592983,0.6685434249570065,0.6884584229843812,0,0.0,60,193,26
MNG,Mongolia,East Asia & Pacific,Upper middle income,0.6032546228987976,114,107.5,79.95,121.0,0.0,0.0,0.2138020833333333,0.4314765764284001,0.7677104522967445,0.5775556570056546,0.6362758058643913,0,0.0,60,193,26
HND,Honduras,Latin America & Caribbean ,Lower middle income,0.600295509808412,115,118.5,107.45,132.1,0.0,0.0,0.1283854166666666,0.1662024963072592,0.9044145349804646,0.6889332074130756,0.6416318005328481,0,0.0,60,193,26
VNM,Viet Nam,East Asia & Pacific,Lower middle income,0.5964542720852765,116,114.0,77.0,122.1,0.0,0.0,0.2348958333333333,0.1832401747811078,0.8161335993963043,0.6903622627948471,0.6960810513688466,0,0.0,60,193,26
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.5918387866998884,117,123.0,117.0,138.05,0.0,0.0,0.1096354166666667,0.1294196547620839,0.9488915513110034,0.6876315193950658,0.6014124213314006,1,0.0384615384615384,60,193,26
WSM,Samoa,East Asia & Pacific,Upper middle income,0.5872633582580222,118,105.5,57.95,111.05,0.0,0.0,0.2765625,0.2456591993164952,0.6134292279437159,0.6798764898784216,0.810088515893456,2,0.0769230769230769,60,193,26
SUR,Suriname,Latin America & Caribbean ,Upper middle income,0.5820331620334881,119,111.0,101.0,116.0,0.0,0.0,0.078125,0.3039261044589958,0.6108436046278103,0.6270112389349571,0.7863517001121891,0,0.0,60,193,26
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.5749914738003827,120,126.0,121.0,134.0,0.0,0.0,0.0677083333333333,0.1425905407592108,0.9368700462464432,0.5748929504998724,0.6456123576960046,0,0.0,60,193,26
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,0.5727858513007176,121,119.0,96.65,126.0,0.0,0.0,0.1528645833333333,0.3472579615421797,0.7015549952002419,0.681467035750128,0.5608634127103203,0,0.0,60,193,26
UKR,Ukraine,Europe & Central Asia,Upper middle income,0.5714051748848457,122,116.5,78.95,135.0,0.0,0.0,0.2919270833333333,0.4441733441292559,0.5402916603346692,0.5866085877199805,0.7145471073554772,3,0.1153846153846153,60,193,26
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,0.5691724008936305,123,123.0,116.0,132.0,0.0,0.0,0.0833333333333333,0.1833018379392382,0.7568322344837783,0.6245700681687736,0.7119854629827318,0,0.0,60,193,26
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,0.5672960384510873,124,120.0,65.95,133.0,0.0,0.0,0.3492187499999999,0.4722536138840991,0.5022291706934692,0.5302010852570538,0.7645002839697274,4,0.1538461538461538,60,193,26
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,0.566427958565157,125,126.0,121.0,131.0,0.0,0.0,0.0520833333333333,0.2527398762657427,0.7729294989041062,0.619314310713776,0.6207281483770031,0,0.0,60,193,26
KIR,Kiribati,East Asia & Pacific,Lower middle income,0.5517726113500948,126,126.0,92.8,138.0,0.0,0.0,0.2354166666666667,0.4386351161119455,0.5847467409745934,0.5255845965845357,0.6581239917293048,2,0.0769230769230769,60,193,26
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,0.5503931493614824,127,133.0,123.0,156.0,0.0,0.1166666666666666,0.171875,0.0995329192562174,0.7297257197008843,0.6400220801570267,0.7322918783318013,1,0.0384615384615384,60,193,26
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,0.5432597176279896,128,134.0,130.0,139.0,0.0,0.0,0.046875,0.2281945139463848,0.8569850950422522,0.5472049288752009,0.5406543326481204,1,0.0384615384615384,60,193,26
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,0.5425743618946528,129,131.0,128.0,140.0,0.0,0.0,0.0625,0.1381242055350285,0.8197473484421942,0.6661923964367509,0.5462334971646373,0,0.0,60,193,26
VUT,Vanuatu,East Asia & Pacific,Lower middle income,0.5401828820320265,130,132.0,105.0,143.0,0.0,0.0166666666666666,0.1979166666666666,0.1091645110423711,0.7539178804659304,0.6888072958568461,0.6088418407629584,1,0.0384615384615384,60,193,26
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,0.5398396985066892,131,132.0,114.85,138.05,0.0,0.0,0.1208333333333334,0.1643797317525542,0.7713716073919891,0.6719613155185465,0.551646139363667,1,0.0384615384615384,60,193,26
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.5395766173515494,132,133.0,127.0,142.0,0.0,0.0,0.078125,0.1230682021831125,0.7447388813460643,0.5954737713571951,0.6950256145198255,0,0.0,60,193,26
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,0.5300177062349254,133,120.0,95.0,130.0,0.0,0.0,0.1822916666666666,0.3052058387651767,0.5598279910743895,0.5624547285242376,0.6925822665758978,3,0.1153846153846153,60,193,26
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,0.5208874245115966,134,125.0,113.75,133.0,0.0,0.0,0.1002604166666666,0.2831414738377958,0.5146708482962801,0.538222136240808,0.7475152396715028,1,0.0384615384615384,60,193,26
IDN,Indonesia,East Asia & Pacific,Upper middle income,0.5044533640762929,135,136.0,129.0,144.0,0.0,0.0333333333333333,0.078125,0.0796636381467361,0.6623559046159495,0.6187233532347418,0.6570705603077445,0,0.0,60,193,26
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.5021758668129401,136,137.0,133.0,145.0,0.0,0.0666666666666666,0.0625,0.1437721937857306,0.5865949872379461,0.537497402384935,0.7408388838431488,0,0.0,60,193,26
IND,India,South Asia,Lower middle income,0.4769684618841638,137,142.0,139.0,147.05,0.0,0.1166666666666666,0.0419270833333333,0.0957956293385185,0.7598478206784196,0.4991762873010434,0.5530541102186738,1,0.0384615384615384,60,193,26
PHL,Philippines,East Asia & Pacific,Lower middle income,0.4762555295733501,138,137.0,131.0,143.0,0.0,0.0,0.0625,0.1486166930851677,0.5385221702317291,0.575070341487582,0.6428129134889219,0,0.0,60,193,26
RWA,Rwanda,Sub-Saharan Africa ,Low income,0.4737129322126504,139,140.5,123.0,146.0,0.0,0.0833333333333333,0.1197916666666666,0.0993679443748664,0.8041887962443444,0.5257346829238777,0.465560305307513,0,0.0,60,193,26
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,0.4709222041686162,140,136.0,126.0,140.0,0.0,0.0,0.0729166666666666,0.191850044061503,0.524835899074898,0.6180879989865786,0.5489148745514851,0,0.0,60,193,26
KHM,Cambodia,East Asia & Pacific,Lower middle income,0.4667317995496761,141,143.0,140.0,152.05,0.0,0.3333333333333333,0.0627604166666667,0.0715686876585644,0.6658634126967647,0.6623869270601,0.4671081707832752,0,0.0,60,193,26
BGD,Bangladesh,South Asia,Lower middle income,0.465299501876273,142,148.0,144.0,166.05,0.0,0.8666666666666667,0.11484375,0.0277365541864058,0.8647335436985515,0.5390275147402761,0.4297003948798584,0,0.0,60,193,26
LAO,Lao PDR,East Asia & Pacific,Lower middle income,0.4611983638971529,143,143.5,138.0,155.0,0.0,0.4666666666666667,0.0885416666666666,0.0563489181052585,0.6191769003881133,0.6275395245169573,0.5417281125782825,0,0.0,60,193,26
NPL,Nepal,South Asia,Lower middle income,0.458358176994579,144,150.0,146.0,162.05,0.0,1.0,0.08359375,0.1190327163734313,0.7429265240918324,0.500478663921392,0.4709948035916604,0,0.0,60,193,26
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,0.4558240917095925,145,138.0,102.95,147.0,0.0,0.1,0.2294270833333333,0.3119245659700085,0.3124315443592552,0.4791970942098676,0.7197431622992388,1,0.0384615384615384,60,193,26
BDI,Burundi,Sub-Saharan Africa ,Low income,0.4518265491961435,146,146.0,136.0,152.05,0.0,0.7,0.08359375,0.1805834456155578,0.8008280063142355,0.446328627443242,0.3795661174115387,1,0.0384615384615384,60,193,26
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,0.4426805862707159,147,154.0,150.0,160.0,0.0,1.0,0.0520833333333333,0.073435482198883,0.7695431024679774,0.4472207892448177,0.4805229711711855,0,0.0,60,193,26
ERI,Eritrea,Sub-Saharan Africa ,Low income,0.440702298686015,148,164.5,154.95,173.0,0.0,1.0,0.0940104166666667,0.0663047120643272,0.8438076073665504,0.5602701851860995,0.2924266901270832,1,0.0384615384615384,60,193,26
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,0.4386367228883814,149,140.0,106.6,145.0,0.0,0.1666666666666666,0.2,0.3412299256898816,0.3221436883899233,0.4837600851556433,0.6074131923180774,1,0.0384615384615384,60,193,26
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,0.4379660663743003,150,158.0,151.0,174.05,0.0,1.0,0.1200520833333333,0.0493759678162195,0.7881863096898036,0.5250920714456888,0.3892099165454893,0,0.0,60,193,26
MMR,Myanmar,East Asia & Pacific,Lower middle income,0.4366122918198714,151,148.0,146.0,153.0,0.0,1.0,0.0364583333333333,0.0938008368757022,0.6423661279444203,0.5645265572023461,0.4457556452570169,0,0.0,60,193,26
COM,Comoros,Sub-Saharan Africa ,Lower middle income,0.4359416716365727,152,152.0,148.0,158.05,0.0,1.0,0.05234375,0.1223795055113391,0.7148520425419502,0.5661156039532775,0.3404195345397242,1,0.0384615384615384,60,193,26
SDN,Sudan,Sub-Saharan Africa ,Low income,0.4271546428965881,153,164.0,158.9,169.05,0.0,1.0,0.0528645833333333,0.0853304772640644,0.8625426301644593,0.5290659005837872,0.2316795635740416,0,0.0,60,193,26
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,0.4186920532561736,154,162.0,153.95,167.0,0.0,1.0,0.06796875,0.1459362569200346,0.8198837043593339,0.4098672330634541,0.2990810186818718,1,0.0384615384615384,60,193,26
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,0.4185903875581021,155,162.0,156.0,178.0,0.0,1.0,0.1145833333333333,0.0405466889217601,0.7521294546253522,0.4173143163055236,0.4643710903797722,0,0.0,60,193,26
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,0.4185351454171091,156,146.5,122.95,161.0,0.0,0.5166666666666667,0.1981770833333333,0.2718263000810537,0.3701339448703906,0.445789384118412,0.5863909525985802,1,0.0384615384615384,60,193,26
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,0.417122487057894,157,150.0,120.95,172.0,0.0,0.65,0.2658854166666666,0.3964792657223703,0.3801455823293173,0.3960084758203452,0.4958566243595431,1,0.0384615384615384,60,193,26
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,0.4126527430767665,158,166.0,158.95,174.1,0.0,1.0,0.07890625,0.0912867877777127,0.6511366777499508,0.5497902905279219,0.3583972162514807,1,0.0384615384615384,60,193,26
MWI,Malawi,Sub-Saharan Africa ,Low income,0.4066911657211329,159,147.0,137.0,157.0,0.0,0.8333333333333334,0.1041666666666666,0.164402859561993,0.5248615690522201,0.5189145406682777,0.4185856936020408,1,0.0384615384615384,60,193,26
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.4032708914623641,160,157.5,150.0,166.0,0.0,1.0,0.0833333333333333,0.0413512665518383,0.5904980173483632,0.4609595267232465,0.5202747552260086,0,0.0,60,193,26
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.4031631981103328,161,159.0,147.85,170.2,0.0,0.9833333333333332,0.1164062499999999,0.1428921391522375,0.4447442175117582,0.4635678385906203,0.5614485971867154,2,0.0769230769230769,60,193,26
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,0.4017038679812735,162,159.0,147.0,169.0,0.0,0.9833333333333332,0.1145833333333333,0.2313752368149864,0.4879420947724079,0.571265140484348,0.3162329998533518,2,0.0769230769230769,60,193,26
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,0.398733403641898,163,153.0,147.0,160.0,0.0,0.9833333333333332,0.0677083333333333,0.148354756843235,0.4799273839424842,0.5115420343716984,0.4551094394101747,1,0.0384615384615384,60,193,26
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,0.3890903623993153,164,152.0,146.0,158.2,0.0,1.0,0.0635416666666666,0.0972183112902353,0.5114875945465769,0.5283100932087896,0.4193454505516595,0,0.0,60,193,26
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,0.38806923138714,165,160.5,150.95,166.0,0.0,1.0,0.0783854166666667,0.1516628575007665,0.5097254431143966,0.4358296936483875,0.4550589312850092,1,0.0384615384615384,60,193,26
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,0.3792385926527514,166,160.0,153.0,167.1,0.0,1.0,0.0734374999999999,0.0474646694482312,0.5417886370447174,0.5876322975302823,0.3400687665877747,0,0.0,60,193,26
NER,Niger,Sub-Saharan Africa ,Low income,0.3718314017389253,167,177.0,168.95,181.0,0.0,1.0,0.0627604166666667,0.0699257888213592,0.7265049772254087,0.471340186773199,0.2195546541357343,0,0.0,60,193,26
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,0.3651068735683225,168,157.5,146.95,169.0,0.0,0.9833333333333332,0.11484375,0.138052807569856,0.2113504030946073,0.5261745164673685,0.5848497671414582,1,0.0384615384615384,60,193,26
MDG,Madagascar,Sub-Saharan Africa ,Low income,0.3592437746890344,169,169.0,163.95,174.0,0.0,1.0,0.05234375,0.1153231844898054,0.4538996775579914,0.5671666338727684,0.3005856028355726,1,0.0384615384615384,60,193,26
MLI,Mali,Sub-Saharan Africa ,Low income,0.3538967819781152,170,172.5,167.0,180.0,0.0,1.0,0.0677083333333333,0.0332697724922051,0.5993694215763046,0.4130624802531362,0.3698854535908151,0,0.0,60,193,26
UGA,Uganda,Sub-Saharan Africa ,Low income,0.3483614467043022,171,166.0,160.0,172.05,0.0,1.0,0.0627604166666667,0.1061035619419715,0.5064313529574772,0.5197927914983296,0.2611180804194307,1,0.0384615384615384,60,193,26
LBR,Liberia,Sub-Saharan Africa ,Low income,0.3361796610294643,172,175.0,165.95,181.0,0.0,1.0,0.0783854166666667,0.1877567007405658,0.4721357417605541,0.4099281004611766,0.2748981011555607,0,0.0,60,193,26
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,0.3338856777659499,173,179.0,171.0,181.0,0.0,1.0,0.0520833333333333,0.1633917159005928,0.5541396929007991,0.4001231932387364,0.2178881090236713,1,0.0384615384615384,60,193,26
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,0.3329791863052103,174,179.0,173.0,184.0,0.0,1.0,0.0572916666666666,0.0741535282821927,0.53792970700994,0.3596764405761871,0.360157069352521,1,0.0384615384615384,60,193,26
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.332396513672854,175,173.0,157.95,180.0,0.0,1.0,0.11484375,0.1807662521463091,0.4637854931996459,0.4285911568318846,0.2564431525135764,0,0.0,60,193,26
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,0.3320672498962238,176,175.0,168.0,183.0,0.0,1.0,0.078125,0.0686799822695373,0.3698733797352416,0.5035692837773829,0.3861463538027336,1,0.0384615384615384,60,193,26
MOZ,Mozambique,Sub-Saharan Africa ,Low income,0.3257438703745057,177,168.0,157.0,175.0,0.0,1.0,0.09375,0.1282612890222688,0.3748780585097737,0.4572386837406941,0.342597450225286,0,0.0,60,193,26
TGO,Togo,Sub-Saharan Africa ,Low income,0.3205897779711805,178,183.0,178.0,187.0,0.0,1.0,0.046875,0.0813653588071903,0.6325742771675917,0.3859978558884651,0.1824216200214748,0,0.0,60,193,26
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,0.3155606717144947,179,182.0,177.0,184.0,0.0,1.0,0.0364583333333333,0.1548181604943501,0.5127264590088881,0.4021180881259933,0.1925799792287475,1,0.0384615384615384,60,193,26
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,0.3126339450597165,180,179.0,174.0,186.0,0.0,1.0,0.0625,0.0239316577780025,0.3825684395906421,0.6049296229032614,0.2391060599669598,0,0.0,60,193,26
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,0.3095099282313308,181,174.0,167.0,184.0,0.0,1.0,0.0885416666666666,0.0206440936051811,0.1960784313725489,0.591727638610372,0.429589549337221,0,0.0,60,193,26
HTI,Haiti,Latin America & Caribbean ,Lower middle income,0.3051267654564157,182,173.0,166.0,183.05,0.0,1.0,0.0888020833333333,0.1540041635140614,0.3465821000861043,0.4212631876254252,0.2986576106000716,0,0.0,60,193,26
BEN,Benin,Sub-Saharan Africa ,Lower middle income,0.3006775454404479,183,187.0,185.0,191.0,0.0,1.0,0.03125,0.0116356163820883,0.5702578590175916,0.3817788427817855,0.239037863580326,0,0.0,60,193,26
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,0.2984658517600893,184,189.0,182.9,192.0,0.0,1.0,0.0473958333333333,0.1120044287556544,0.4041786619317692,0.3950327498036119,0.2826475665493215,2,0.0769230769230769,60,193,26
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,0.2927705859332707,185,185.0,181.9,190.0,0.0,1.0,0.0421874999999999,0.0820787762600091,0.366065703462512,0.4402580538222786,0.282679810188283,2,0.0769230769230769,60,193,26
SSD,South Sudan,Sub-Saharan Africa ,Low income,0.2865672395568097,186,184.0,151.0,191.0,0.0,1.0,0.2083333333333333,0.2378771947203191,0.2177132779376326,0.4458488030640477,0.2448296825052394,1,0.0384615384615384,60,193,26
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,0.2865604943277909,187,184.0,180.9,187.0,0.0,1.0,0.0317708333333333,0.0811858984779102,0.3723105828002901,0.4061616075451374,0.2865838884878259,0,0.0,60,193,26
AGO,Angola,Sub-Saharan Africa ,Lower middle income,0.285234672855883,188,181.0,174.0,187.05,0.0,1.0,0.06796875,0.0249203806482133,0.2070013693468884,0.4993583796185231,0.4096585618099072,0,0.0,60,193,26
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,0.2753439223999352,189,187.0,184.95,189.0,0.0,1.0,0.02109375,0.0818089216160086,0.3462236769487815,0.4447416681983175,0.2286014228366332,1,0.0384615384615384,60,193,26
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,0.2646289650491303,190,188.0,185.0,190.0,0.0,1.0,0.0260416666666666,0.0917987251446991,0.3326963463073173,0.4070738962817934,0.2269468924627113,1,0.0384615384615384,60,193,26
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,0.2458062841838076,191,191.0,188.0,193.0,0.0,1.0,0.0260416666666666,0.0917886867565593,0.3094133804118968,0.3074809229965886,0.274542146570186,1,0.0384615384615384,60,193,26
TCD,Chad,Sub-Saharan Africa ,Low income,0.2354626317582355,192,192.0,190.0,193.0,0.0,1.0,0.015625,0.0134573715352018,0.3646409329992405,0.3833856531406419,0.180366569357858,0,0.0,60,193,26
CAF,Central African Republic,Sub-Saharan Africa ,Low income,0.1936446053898495,193,193.0,191.0,193.0,0.0,1.0,0.0104166666666666,0.1395661306570862,0.0862745098039214,0.3607286368211666,0.1880091442772238,1,0.0384615384615384,60,193,26
