iso3,country,region,income_group,potential_capacity_score,capacity_score,preparedness_score,vulnerability_score,equity_access_score,method_disagreement_index,expanded_feature_missing_rate,evidence_variant,outcome,observed_outcome,predicted_outcome,realized_resilience_gap,conversion_efficiency_zscore,observed_shock_burden,conversion_profile,main_bottleneck_block,n,coverage_count,missing_count_from_potential_capacity_sample,missing_rate_from_potential_capacity_sample,missing_count,missing_rate,source_provenance
MDV,Maldives,South Asia,Upper middle income,0.6985040918276869,0.5428082750870333,0.6195940765123158,0.7980405859266773,0.8335734297847213,0.2039062499999999,0.0,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1109.1743,159.8136806528346,949.3606193471653,-0.5896187997040895,1109.1743,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GBR,United Kingdom,Europe & Central Asia,High income,0.7729608211889547,0.7043249696725941,0.8689649319965875,0.7163281258832328,0.8022252572034044,0.0593749999999998,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2703.8333,2953.4171960645112,-249.58389606451146,0.1550089125502415,2703.8333,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ESP,Spain,Europe & Central Asia,High income,0.7468752139384819,0.6449209188532831,0.8279511617036448,0.7745812685503448,0.7400475066466544,0.09375,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2906.9697,3214.8240007165364,-307.8543007165363,0.19119887593088447,2906.9697,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SVK,Slovak Republic,Europe & Central Asia,High income,0.727005710186271,0.5938029528903954,0.7684754623050284,0.7173988313513748,0.8283455941982859,0.0942708333333333,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,5343.659,3128.5441124152494,2215.1148875847502,-1.3757400029111284,5343.659,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PRT,Portugal,Europe & Central Asia,High income,0.7387383583204691,0.670886260568819,0.8211954464441286,0.7702644180338383,0.6926073082350904,0.0598958333333331,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2965.186,3676.7053225760797,-711.5193225760795,0.4419028558737404,2965.186,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
HRV,Croatia,Europe & Central Asia,High income,0.7222030494865792,0.5929113746534783,0.7271231689270141,0.7116733195238027,0.8571043348420216,0.0682291666666666,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,5616.296,4099.233473402511,1517.0625265974895,-0.9422010643579958,5616.296,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
AND,Andorra,Europe & Central Asia,High income,0.6803566705286501,0.5645719971529731,0.6247083320933065,0.7390831156505907,0.79306323721773,0.0791666666666666,0.1538461538461538,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1773.4039,2650.2333183257847,-876.8294183257847,0.544571892537527,1773.4039,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ITA,Italy,Europe & Central Asia,High income,0.7220711902416209,0.6492379606677942,0.7412896335629988,0.7573050759114517,0.7404520908242386,0.1109374999999999,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,4042.4766,3753.5849086338076,288.8916913661924,-0.17942178012918963,4042.4766,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
URY,Uruguay,Latin America & Caribbean ,High income,0.693096147067719,0.6041402553582664,0.652786527548515,0.6871293162808386,0.828328489083256,0.1197916666666666,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2126.0981,3012.914586588215,-886.816486588215,0.550774554709786,2126.0981,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BLR,Belarus,Europe & Central Asia,Upper middle income,0.6862554118857113,0.6506495746089037,0.6920527093603058,0.6122043999499703,0.7901149636236653,0.0885416666666666,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,9591.885,5071.638814455456,4520.2461855445445,-2.8073864409085383,9591.885,capacity under-realizers,vulnerability,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6843427479834072,0.3429346613064137,0.728091691619142,0.7087091624784967,0.9576354765295764,0.1893229166666666,0.0,ghs_enhanced_owid,owid_excess_mortality_2020_2022,519.23267,-200.55114377577956,719.7838137757795,-0.4470356781986041,519.23267,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.694232445257916,0.5279205804875065,0.760206090170827,0.7264596774701316,0.7623434329031993,0.0953124999999999,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1356.6249,1410.8935051732842,-54.268605173284186,0.03370456830818491,1356.6249,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6738709639125446,0.6949066120095724,0.6715950849159655,0.64959822247046,0.6793839362541803,0.3864583333333333,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1495.4257,2650.5783112719346,-1155.1526112719346,0.7174299020340305,1495.4257,uncertain / data-limited systems,vulnerability,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
HUN,Hungary,Europe & Central Asia,High income,0.6948542966112268,0.592121438040106,0.8036657663369151,0.6280352282588941,0.7555947538089919,0.140625,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,4209.2827,4411.548768364239,-202.2660683642389,0.12562125921317244,4209.2827,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ARG,Argentina,Latin America & Caribbean ,Upper middle income,0.7124646130070503,0.6546176521084986,0.7432699769973026,0.7004171361212989,0.7515536868011014,0.171875,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,4112.5483,3160.55417713861,951.9941228613902,-0.5912543880668567,4112.5483,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6632101888810534,0.3453668031427175,0.7017166263925695,0.7977547814356623,0.8080025445532645,0.1830729166666666,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,607.97754,-251.09939057901875,859.0769305790187,-0.5335463661951683,607.97754,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6673583613260101,0.395799648377058,0.6805914708341791,0.7128524493659094,0.880189876726894,0.1429687499999999,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1601.9636,409.78332129976025,1192.1802787002398,-0.7404266520360814,1601.9636,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
POL,Poland,Europe & Central Asia,High income,0.6960963117906322,0.5407322335707355,0.7782504469480068,0.6856895491234622,0.7797130175203245,0.0520833333333333,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,4447.032,3655.985432735002,791.046567264998,-0.491294791458237,4447.032,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GRC,Greece,Europe & Central Asia,High income,0.6814655767161519,0.5648799319924448,0.7663387634972417,0.737662296654285,0.6569813147206365,0.2244791666666666,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,3676.7937,4340.000772102561,-663.2070721025611,0.41189759701353224,3676.7937,uncertain / data-limited systems,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6621894674460524,0.2724264016816877,0.70447324201598,0.7426942829021415,0.9291639431844008,0.3088541666666666,0.0,ghs_enhanced_owid,owid_excess_mortality_2020_2022,958.591,1072.2713344897343,-113.68033448973426,0.07060337347665545,958.591,uncertain / data-limited systems,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CRI,Costa Rica,Latin America & Caribbean ,High income,0.6675014249185817,0.3614080256350851,0.664297711321451,0.785519586875447,0.8587803758423436,0.22421875,0.0,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1545.6193,1395.6600524259507,149.9592475740494,-0.09313509509162173,1545.6193,uncertain / data-limited systems,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BRN,Brunei Darussalam,East Asia & Pacific,High income,0.6479183103310182,0.300471754304953,0.6194994756632539,0.7571481108901569,0.9145539004657092,0.2921875,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1141.6431,369.99671417887043,771.6463858211296,-0.4792459330330359,1141.6431,uncertain / data-limited systems,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
EST,Estonia,Europe & Central Asia,High income,0.699703311455274,0.5583626360146948,0.7543878844076791,0.7127758379727243,0.7732868874259978,0.0885416666666666,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,3296.8997,4259.200688802284,-962.3009888022843,0.5976556667811145,3296.8997,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
