iso3,country,region,income_group,conversion_profile,profile_rule,potential_capacity_score,observed_shock_burden,predicted_shock_burden,realized_resilience_gap,conversion_efficiency_zscore,conversion_efficiency_percentile,capacity_score,preparedness_score,vulnerability_score,equity_access_score,method_disagreement_index,expanded_feature_missing_rate,n_validation_countries,profile_n,profile_missing_rate_mean
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6207577583141333,2354.6365,1869.6268118259516,485.0096881740485,-0.30177675852914415,-0.27358490566037735,0.3822786569165964,0.7926950458636233,0.6585748480252485,0.6494824824510651,0.1984374999999999,0.0384615384615384,106,16,0.024038461538461516
BRA,Brazil,Latin America & Caribbean ,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6888440212001339,3766.584,3149.571639718035,617.0123602819649,-0.3839098364391619,-0.09433962264150941,0.4951594678053926,0.8271090286894579,0.7033599026092245,0.7297476856964605,0.14609375,0.0384615384615384,106,16,0.024038461538461516
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6736728995848067,2412.1658,1690.619398121018,721.5464018789821,-0.4489517211649329,-0.34905660377358494,0.25366575099988,0.9592596257996054,0.7339569865766812,0.7478092349630598,0.2041666666666667,0.0,106,16,0.024038461538461516
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6200103143941642,4178.656,3113.909273794001,1064.746726205999,-0.662493602753887,-0.19811320754716977,0.2308564778967678,0.8269696833764881,0.7383300460921496,0.683885050211251,0.1216145833333333,0.0,106,16,0.024038461538461516
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6623497621693846,7126.2676,5583.958279612745,1542.309320387255,-0.9596367221199303,0.047169811320754707,0.4938099285027721,0.6856349836250097,0.6897881404976597,0.7801659960520969,0.125,0.0384615384615384,106,16,0.024038461538461516
ALB,Albania,Europe & Central Asia,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6696856726155633,5970.3384,4208.4156491874255,1761.9227508125741,-1.0962818877303866,-0.09433962264150941,0.3345657943556133,0.9726193994126826,0.7797703899355044,0.5917871067584531,0.0942708333333333,0.0384615384615384,106,16,0.024038461538461516
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.664199875526843,4378.3784,2532.8616682335974,1845.5167317664022,-1.1482947056593773,-0.45283018867924535,0.3467191820439355,0.7721230764365231,0.7681359992125998,0.7698212444143137,0.1432291666666666,0.0,106,16,0.024038461538461516
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.566427958565157,5224.8447,3094.1509060260496,2130.69379397395,-1.325734067260284,-0.3207547169811321,0.2527398762657427,0.7729294989041062,0.619314310713776,0.6207281483770031,0.0520833333333333,0.0,106,16,0.024038461538461516
PER,Peru,Latin America & Caribbean ,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6056794177274751,5901.3433,3649.5150617570553,2251.828238242945,-1.4011048502138164,-0.18867924528301894,0.219058315884222,0.7904545559187894,0.7070732519612428,0.7061315471456461,0.0992187499999999,0.0384615384615384,106,16,0.024038461538461516
MEX,Mexico,Latin America & Caribbean ,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6295156707444782,5406.9375,3017.5292582103425,2389.4082417896575,-1.486708186644193,-0.3867924528301887,0.2638600782104646,0.834289803866633,0.6905645268805292,0.729348274020286,0.09375,0.0,106,16,0.024038461538461516
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6647839475886296,4525.9116,1791.8590802797687,2734.0525197202314,-1.701148507271733,-0.6226415094339623,0.4175374788716006,0.942039817022099,0.6969060044676371,0.6026524899931812,0.11015625,0.0769230769230769,106,16,0.024038461538461516
MKD,North Macedonia,Europe & Central Asia,Upper middle income,structurally vulnerable systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.687622500803049,7957.562,4783.432165255891,3174.129834744109,-1.9749679976206702,-0.037735849056603765,0.4742074380793902,0.8439322654987391,0.6819603288603566,0.7503899707737098,0.09453125,0.0,106,16,0.024038461538461516
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7115913123640994,-654.30273,1199.8263277701963,-1854.1290577701961,1.1536533611423352,0.0849056603773585,0.3794933092931326,0.9106087451409915,0.768588140659134,0.7876750543631399,0.2627604166666665,0.0384615384615384,106,27,0.04700854700854697
UKR,Ukraine,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.5714051748848457,4533.1055,6272.766737364015,-1739.6612373640155,1.0824306028338924,0.18867924528301883,0.4441733441292559,0.5402916603346692,0.5866085877199805,0.7145471073554772,0.2919270833333333,0.1153846153846153,106,27,0.04700854700854697
BTN,Bhutan,South Asia,Lower middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6260503846584147,302.12527,1829.5218735077842,-1527.3966035077842,0.9503579149734344,0.16037735849056606,0.1205530925308737,0.8514114305809429,0.7092362861309001,0.8230007293909417,0.3460937499999999,0.0,106,27,0.04700854700854697
SYC,Seychelles,Sub-Saharan Africa ,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7012259679387803,-546.97345,633.4835097126017,-1180.4569597126017,0.7344894000496776,0.04716981132075472,0.3418739572172526,0.9675630925312452,0.6947525826676225,0.8007142393390014,0.2296874999999999,0.0769230769230769,106,27,0.04700854700854697
BLZ,Belize,Latin America & Caribbean ,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6459885184203296,1799.2277,2882.045701885422,-1082.8180018854223,0.6737376894803904,0.028301886792452824,0.1845481518563255,0.8652466029814967,0.7259879734102914,0.8081713454332043,0.3708333333333333,0.0,106,27,0.04700854700854697
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7422932540057879,1495.4257,2533.374821304886,-1037.9491213048861,0.6458199268653755,0.018867924528301883,0.6949066120095724,0.9452842452889392,0.64959822247046,0.6793839362541803,0.3864583333333333,0.0384615384615384,106,27,0.04700854700854697
THA,Thailand,East Asia & Pacific,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6577800277292037,2082.8452,3096.455734564207,-1013.6105345642068,0.6306762709903058,0.09433962264150941,0.1805741643377892,0.8457201250794135,0.6959196213257433,0.9089062001738688,0.3406249999999999,0.0,106,27,0.04700854700854697
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6346337579052626,1459.971,2412.5013362971295,-952.5303362971295,0.5926717018181917,-0.018867924528301883,0.3330310308730893,0.9426166152682652,0.6202816841723293,0.6426057013073662,0.2302083333333332,0.0769230769230769,106,27,0.04700854700854697
TUR,Turkiye,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6933497826738224,2705.4653,3439.957166574424,-734.491866574424,0.4570064888710212,0.12264150943396224,0.2751721568793997,0.9576042105957356,0.7097883253054541,0.8308344379147002,0.23984375,0.0769230769230769,106,27,0.04700854700854697
GRC,Greece,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7354897896001756,3676.7937,4266.202404657772,-589.4087046577715,0.36673462959085207,0.16981132075471705,0.5648799319924448,0.9824356150333362,0.737662296654285,0.6569813147206365,0.2244791666666666,0.0384615384615384,106,27,0.04700854700854697
SMR,San Marino,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7024569819118412,3935.886,4036.238523111445,-100.35252311144495,0.06244011176107783,0.0660377358490567,0.5360174970735537,0.8344615091381571,0.6157987426654815,0.8235501787701727,0.3283854166666666,0.2307692307692307,106,27,0.04700854700854697
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7351618152881761,958.591,981.3805867990079,-22.789586799007907,0.014179856196924844,-0.0660377358490566,0.2724264016816877,0.9963626333844748,0.7426942829021415,0.9291639431844008,0.3088541666666666,0.0,106,27,0.04700854700854697
LVA,Latvia,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6788426652576671,5407.656,5248.10665831314,159.54934168686032,-0.0992728276026543,0.07547169811320753,0.5032232979013287,0.928011666331225,0.6212809763928517,0.6628547204052629,0.2815104166666666,0.0384615384615384,106,27,0.04700854700854697
MDA,Moldova,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6559742104121051,5433.009,5254.079734261424,178.92926573857585,-0.11133116541212293,0.07547169811320753,0.5279581493319597,0.8066741913681217,0.6028075479993572,0.6864569529489815,0.2244791666666666,0.0,106,27,0.04700854700854697
MNE,Montenegro,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6477545124955246,5335.1875,5149.540702066335,185.64679793366486,-0.11551086561312522,0.09433962264150941,0.5126032821767527,0.6703444256780262,0.6929378044056801,0.7151325377216396,0.2916666666666667,0.0,106,27,0.04700854700854697
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.4558240917095925,4671.983,4483.8626840220295,188.12031597797068,-0.11704990756584203,0.05660377358490565,0.3119245659700085,0.3124315443592552,0.4791970942098676,0.7197431622992388,0.2294270833333333,0.0384615384615384,106,27,0.04700854700854697
CRI,Costa Rica,Latin America & Caribbean ,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.732177745182939,1545.6193,1349.6692901299089,195.9500098700912,-0.12192160332914741,-0.22641509433962262,0.3614080256350851,0.9230029923788804,0.785519586875447,0.8587803758423436,0.22421875,0.0,106,27,0.04700854700854697
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6757023078644859,1475.2865,1186.945466028063,288.3410339719369,-0.1794080091690193,-0.2169811320754717,0.3138518481233711,0.9418200451610784,0.7218043095294339,0.7253330286440602,0.2307291666666666,0.0384615384615384,106,27,0.04700854700854697
SGP,Singapore,East Asia & Pacific,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6846585060982541,972.30634,188.71146438190408,783.5948756180959,-0.4875587587834289,-0.11320754716981132,0.4108830413712889,0.9415056150331502,0.7115127888790815,0.6747325791094959,0.3541666666666667,0.0384615384615384,106,27,0.04700854700854697
BRN,Brunei Darussalam,East Asia & Pacific,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7283637268047207,1141.6431,229.10230933067328,912.5407906693267,-0.5677898989411297,-0.15094339622641512,0.300471754304953,0.9412811415580636,0.7571481108901569,0.9145539004657092,0.2921875,0.0769230769230769,106,27,0.04700854700854697
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6740976553258002,2660.4993,1448.8451845324514,1211.6541154675485,-0.7539005103194539,-0.42452830188679247,0.2706416633866143,0.9554654121422552,0.7426474199142016,0.7276361258601298,0.29921875,0.1538461538461538,106,27,0.04700854700854697
GEO,Georgia,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6532030764803352,6951.208,5343.492326576265,1607.7156734237342,-1.0003330580650351,0.037735849056603765,0.509239642509025,0.887079208498833,0.6353008413217734,0.5811926135917094,0.3041666666666665,0.0,106,27,0.04700854700854697
SRB,Serbia,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6885828777950316,8464.41,5838.438624642402,2625.971375357598,-1.633899587921958,0.018867924528301883,0.5668824894192857,0.8934190959424905,0.6337486862951238,0.6602812395232264,0.2299479166666666,0.0384615384615384,106,27,0.04700854700854697
ARM,Armenia,Europe & Central Asia,Upper middle income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6346016951006593,8041.9443,4910.701944743561,3131.2423552564387,-1.9482830780059721,-0.028301886792452824,0.4732849256029421,0.9163214042247854,0.6415149075582738,0.5072855430166362,0.2875,0.0,106,27,0.04700854700854697
LTU,Lithuania,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.7209567647541534,8358.042,4641.0810579965655,3716.960942003434,-2.3127216878494723,-0.07547169811320753,0.6577686111667523,0.8925885911044664,0.6432972568930223,0.690172599852372,0.2395833333333333,0.0384615384615384,106,27,0.04700854700854697
RUS,Russian Federation,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6989983909344943,8749.637,4779.103764438648,3970.5332355613527,-2.470496319302296,-0.08490566037735847,0.5920132945094181,0.9396085264625544,0.5837960444941198,0.6805756982718847,0.2453125,0.0769230769230769,106,27,0.04700854700854697
BGR,Bulgaria,Europe & Central Asia,High income,uncertain / data-limited systems,"uncertain if top-quartile method disagreement or high missingness; otherwise median split on potential capacity, observed burden, and conversion efficiency",0.6854375852916174,10165.963,5386.532103044462,4779.430896955538,-2.9737986660169526,-0.028301886792452824,0.6008706829887424,0.90834786272613,0.5947468983471923,0.637784897104405,0.3341145833333332,0.0384615384615384,106,27,0.04700854700854697
