iso3,country,region,income_group,potential_capacity_score,potential_capacity_rank_point,median_potential_capacity_rank,potential_rank_p05,potential_rank_p95,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,capacity_score,preparedness_score,vulnerability_score,equity_access_score,expanded_feature_missing_count,expanded_feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators,ghs_overall_2019,ghs_prevention_2019,ghs_detection_2019,ghs_response_2019,ghs_health_system_2019,ghs_compliance_2019,ghs_risk_environment_2019,ghs_overall_2019_scaled,ghs_prevention_2019_scaled,ghs_detection_2019_scaled,ghs_response_2019_scaled,ghs_health_system_2019_scaled,ghs_compliance_2019_scaled,ghs_risk_environment_2019_scaled,ghs_only_preparedness_score,preparedness_proxy_plus_ghs_score,n,coverage_count,missing_count,missing_rate,source_provenance
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,0.6056459361798809,113,118.0,106.0,129.05,0.0,0.0,0.1200520833333333,0.1748414442188375,0.8907404525592983,0.6685434249570065,0.6884584229843812,0,0.0,60,193,26,32.6,20.1,10.6,37.4,21.5,39.4,66.5,0.2521440823327616,0.24937965260545908,0.12740384615384615,0.2722772277227723,0.27334235453315286,0.2659758203799654,0.6609375,0.30020864053256535,0.5954745465459319,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MNG,Mongolia,East Asia & Pacific,Upper middle income,0.6032546228987976,114,107.5,79.95,121.0,0.0,0.0,0.2138020833333333,0.4314765764284001,0.7677104522967445,0.5775556570056546,0.6362758058643913,0,0.0,60,193,26,40.9,33.6,37.9,44.5,24.1,42.2,63.2,0.39451114922813035,0.4168734491315137,0.45552884615384615,0.38943894389438943,0.3085250338294993,0.31433506044905013,0.609375,0.4126553546694899,0.5901829034831172,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
HND,Honduras,Latin America & Caribbean ,Lower middle income,0.600295509808412,115,118.5,107.45,132.1,0.0,0.0,0.1283854166666666,0.1662024963072592,0.9044145349804646,0.6889332074130756,0.6416318005328481,0,0.0,60,193,26,26.3,14.7,12.5,34.3,16.5,39.4,40.2,0.14408233276157806,0.18238213399503722,0.1502403846153846,0.2211221122112211,0.20568335588633285,0.2659758203799654,0.25000000000000006,0.20278373426421706,0.5535991346223409,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
VNM,Viet Nam,East Asia & Pacific,Lower middle income,0.5964542720852765,116,114.0,77.0,122.1,0.0,0.0,0.2348958333333333,0.1832401747811078,0.8161335993963043,0.6903622627948471,0.6960810513688466,0,0.0,60,193,26,42.2,43.7,42.1,35.3,24.0,54.7,53.6,0.4168096054888508,0.5421836228287842,0.5060096153846154,0.23762376237623759,0.30717185385656287,0.5302245250431779,0.45937500000000003,0.4284854264254613,0.6223095129108828,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.5918387866998884,117,123.0,117.0,138.05,0.0,0.0,0.1096354166666667,0.1294196547620839,0.9488915513110034,0.6876315193950658,0.6014124213314006,1,0.0384615384615384,60,193,26,35.6,29.4,27.9,36.1,30.9,32.6,57.0,0.30360205831903947,0.36476426799007444,0.33533653846153844,0.25082508250825086,0.4005412719891745,0.14853195164075994,0.5125,0.3308715958441197,0.6398815735775616,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
WSM,Samoa,East Asia & Pacific,Upper middle income,0.5872633582580222,118,105.5,57.95,111.05,0.0,0.0,0.2765625,0.2456591993164952,0.6134292279437159,0.6798764898784216,0.810088515893456,2,0.0769230769230769,60,193,26,29.7,10.6,0.0,40.1,11.7,51.9,64.1,0.20240137221269297,0.1315136476426799,0.0,0.3168316831683169,0.14073071718538563,0.4818652849740932,0.6234374999999999,0.27096860074045265,0.44219891434208425,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SUR,Suriname,Latin America & Caribbean ,Upper middle income,0.5820331620334881,119,111.0,101.0,116.0,0.0,0.0,0.078125,0.3039261044589958,0.6108436046278103,0.6270112389349571,0.7863517001121891,0,0.0,60,193,26,33.2,13.4,20.0,51.8,18.9,44.3,50.6,0.26243567753001723,0.16625310173697272,0.24038461538461536,0.5099009900990099,0.23815967523680645,0.35060449050086345,0.41250000000000003,0.311462650069755,0.46115312734878267,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.5749914738003827,120,126.0,121.0,134.0,0.0,0.0,0.0677083333333333,0.1425905407592108,0.9368700462464432,0.5748929504998724,0.6456123576960046,0,0.0,60,193,26,30.3,19.1,18.3,32.7,16.5,34.2,61.0,0.21269296740994856,0.23697270471464024,0.21995192307692307,0.19471947194719477,0.20568335588633285,0.17616580310880833,0.575,0.2601694608776925,0.5985197535620679,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,0.5727858513007176,121,119.0,96.65,126.0,0.0,0.0,0.1528645833333333,0.3472579615421797,0.7015549952002419,0.681467035750128,0.5608634127103203,0,0.0,60,193,26,34.2,32.6,21.7,33.4,21.7,37.8,57.8,0.2795883361921098,0.40446650124069483,0.26081730769230765,0.20627062706270627,0.2760487144790257,0.23834196891191703,0.5249999999999999,0.3129333507969659,0.5072441729986039,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
UKR,Ukraine,Europe & Central Asia,Upper middle income,0.5714051748848457,122,116.5,78.95,135.0,0.0,0.0,0.2919270833333333,0.4441733441292559,0.5402916603346692,0.5866085877199805,0.7145471073554772,3,0.1153846153846153,60,193,26,36.9,32.8,23.3,37.7,32.7,50.9,44.0,0.3259005145797598,0.40694789081885857,0.2800480769230769,0.2772277227722773,0.4248985115020298,0.46459412780656295,0.309375,0.3555702634860808,0.447930961910375,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,0.5691724008936305,123,123.0,116.0,132.0,0.0,0.0,0.0833333333333333,0.1833018379392382,0.7568322344837783,0.6245700681687736,0.7119854629827318,0,0.0,60,193,26,35.8,21.0,27.9,46.5,16.8,45.7,56.8,0.30703259005145794,0.26054590570719605,0.33533653846153844,0.42244224422442245,0.20974289580514208,0.3747841105354059,0.5093749999999999,0.34560846925502325,0.5512203518694008,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,0.5672960384510873,124,120.0,65.95,133.0,0.0,0.0,0.3492187499999999,0.4722536138840991,0.5022291706934692,0.5302010852570538,0.7645002839697274,4,0.1538461538461538,60,193,26,18.8,0.0,1.7,29.5,5.1,28.3,48.3,0.015437392795883397,0.0,0.020432692307692308,0.14191419141914194,0.05142083897158321,0.07426597582037997,0.37656249999999997,0.09714765590209726,0.29968841329778323,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,0.566427958565157,125,126.0,121.0,131.0,0.0,0.0,0.0520833333333333,0.2527398762657427,0.7729294989041062,0.619314310713776,0.6207281483770031,0,0.0,60,193,26,32.0,40.8,21.3,31.0,17.2,30.2,51.4,0.241852487135506,0.5062034739454094,0.25600961538461536,0.16666666666666669,0.21515561569688765,0.10708117443868737,0.425,0.27399557618111037,0.5234625375426083,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KIR,Kiribati,East Asia & Pacific,Lower middle income,0.5517726113500948,126,126.0,92.8,138.0,0.0,0.0,0.2354166666666667,0.4386351161119455,0.5847467409745934,0.5255845965845357,0.6581239917293048,2,0.0769230769230769,60,193,26,21.6,4.2,0.6,34.2,8.7,37.3,44.4,0.06346483704974275,0.05210918114143921,0.007211538461538461,0.21947194719471955,0.10013531799729362,0.2297063903281519,0.315625,0.14110345888184078,0.3629250999282171,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,0.5503931493614824,127,133.0,123.0,156.0,0.0,0.1166666666666666,0.171875,0.0995329192562174,0.7297257197008843,0.6400220801570267,0.7322918783318013,1,0.0384615384615384,60,193,26,21.4,13.0,0.0,29.4,18.0,31.6,36.6,0.060034305317324184,0.16129032258064518,0.0,0.14026402640264027,0.22598105548037886,0.13126079447322972,0.19375000000000003,0.1303686434648883,0.4300471815828863,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,0.5432597176279896,128,134.0,130.0,139.0,0.0,0.0,0.046875,0.2281945139463848,0.8569850950422522,0.5472049288752009,0.5406543326481204,1,0.0384615384615384,60,193,26,20.9,0.0,5.8,29.4,10.9,34.7,44.7,0.05145797598627787,0.0,0.06971153846153846,0.14026402640264027,0.12990527740189445,0.18480138169257343,0.32031250000000006,0.1280646714207035,0.4925248832314778,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,0.5425743618946528,129,131.0,128.0,140.0,0.0,0.0,0.0625,0.1381242055350285,0.8197473484421942,0.6661923964367509,0.5462334971646373,0,0.0,60,193,26,31.0,16.2,30.8,33.8,16.9,39.9,48.4,0.22469982847341338,0.20099255583126552,0.3701923076923077,0.21287128712871284,0.21109607577807843,0.2746113989637305,0.378125,0.2675126362667869,0.5436299923544905,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
VUT,Vanuatu,East Asia & Pacific,Lower middle income,0.5401828820320265,130,132.0,105.0,143.0,0.0,0.0166666666666666,0.1979166666666666,0.1091645110423711,0.7539178804659304,0.6888072958568461,0.6088418407629584,1,0.0384615384615384,60,193,26,27.0,16.8,4.2,31.2,10.6,43.6,55.8,0.15608919382504288,0.20843672456575685,0.05048076923076923,0.16996699669966997,0.12584573748308522,0.3385146804835924,0.49374999999999997,0.22044058604113093,0.4871792332535307,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,0.5398396985066892,131,132.0,114.85,138.05,0.0,0.0,0.1208333333333334,0.1643797317525542,0.7713716073919891,0.6719613155185465,0.551646139363667,1,0.0384615384615384,60,193,26,21.8,1.1,4.2,25.8,16.5,37.3,45.7,0.06689536878216126,0.013647642679900747,0.05048076923076923,0.08085808580858089,0.20568335588633285,0.2297063903281519,0.33593750000000006,0.14045844467369956,0.4559150260328443,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.5395766173515494,132,133.0,127.0,142.0,0.0,0.0,0.078125,0.1230682021831125,0.7447388813460643,0.5954737713571951,0.6950256145198255,0,0.0,60,193,26,23.3,17.3,15.8,26.7,15.0,29.5,35.4,0.0926243567753002,0.21464019851116628,0.18990384615384615,0.09570957095709572,0.18538565629228684,0.09499136442141623,0.175,0.14975071330158735,0.4472447973238258,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,0.5300177062349254,133,120.0,95.0,130.0,0.0,0.0,0.1822916666666666,0.3052058387651767,0.5598279910743895,0.5624547285242376,0.6925822665758978,3,0.1153846153846153,60,193,26,,,,,,,,,,,,,,,,0.5598279910743895,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,0.5208874245115966,134,125.0,113.75,133.0,0.0,0.0,0.1002604166666666,0.2831414738377958,0.5146708482962801,0.538222136240808,0.7475152396715028,1,0.0384615384615384,60,193,26,31.1,14.7,18.9,30.3,18.5,41.7,62.4,0.22641509433962267,0.18238213399503722,0.2271634615384615,0.15511551155115516,0.23274695534506087,0.305699481865285,0.596875,0.2751996626620889,0.3949352554791845,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
IDN,Indonesia,East Asia & Pacific,Upper middle income,0.5044533640762929,135,136.0,129.0,144.0,0.0,0.0333333333333333,0.078125,0.0796636381467361,0.6623559046159495,0.6187233532347418,0.6570705603077445,0,0.0,60,193,26,49.2,35.2,45.4,60.4,38.9,61.6,53.8,0.5368782161234992,0.4367245657568239,0.5456730769230769,0.6518151815181518,0.5087956698240866,0.6493955094991364,0.46249999999999997,0.5416831742349678,0.6020195394254586,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.5021758668129401,136,137.0,133.0,145.0,0.0,0.0666666666666666,0.0625,0.1437721937857306,0.5865949872379461,0.537497402384935,0.7408388838431488,0,0.0,60,193,26,18.7,9.7,8.3,24.6,13.4,24.0,32.0,0.013722126929674111,0.12034739454094293,0.09975961538461539,0.0610561056105611,0.16373477672530445,0.0,0.12187500000000001,0.08292785988444258,0.33476142356119437,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
IND,India,South Asia,Lower middle income,0.4769684618841638,137,142.0,139.0,147.05,0.0,0.1166666666666666,0.0419270833333333,0.0957956293385185,0.7598478206784196,0.4991762873010434,0.5530541102186738,1,0.0384615384615384,60,193,26,43.6,29.7,37.2,42.1,46.1,47.2,59.1,0.44082332761578047,0.36848635235732013,0.44711538461538464,0.34983498349834985,0.6062246278755075,0.4006908462867012,0.5453125000000001,0.45121257460700626,0.605530197642713,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PHL,Philippines,East Asia & Pacific,Lower middle income,0.4762555295733501,138,137.0,131.0,143.0,0.0,0.0,0.0625,0.1486166930851677,0.5385221702317291,0.575070341487582,0.6428129134889219,0,0.0,60,193,26,43.5,27.7,34.3,46.7,46.3,53.5,52.5,0.4391080617495712,0.3436724565756824,0.41225961538461536,0.4257425742574258,0.6089309878213802,0.5094991364421416,0.4421875,0.4544857617472595,0.4965039659894943,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
RWA,Rwanda,Sub-Saharan Africa ,Low income,0.4737129322126504,139,140.5,123.0,146.0,0.0,0.0833333333333333,0.1197916666666666,0.0993679443748664,0.8041887962443444,0.5257346829238777,0.465560305307513,0,0.0,60,193,26,31.1,29.7,24.6,28.5,20.9,33.9,49.2,0.22641509433962267,0.36848635235732013,0.2956730769230769,0.12541254125412543,0.26522327469553447,0.1709844559585492,0.39062500000000006,0.263259970789747,0.5337243835170457,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,0.4709222041686162,140,136.0,126.0,140.0,0.0,0.0,0.0729166666666666,0.191850044061503,0.524835899074898,0.6180879989865786,0.5489148745514851,0,0.0,60,193,26,24.2,9.8,18.3,29.1,9.7,31.1,47.4,0.10806174957118354,0.12158808933002484,0.21995192307692307,0.13531353135313537,0.11366711772665762,0.12262521588946461,0.3625,0.1691010895639127,0.34696849431940535,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KHM,Cambodia,East Asia & Pacific,Lower middle income,0.4667317995496761,141,143.0,140.0,152.05,0.0,0.3333333333333333,0.0627604166666667,0.0715686876585644,0.6658634126967647,0.6623869270601,0.4671081707832752,0,0.0,60,193,26,31.0,17.5,32.9,27.5,12.3,57.5,38.6,0.22469982847341338,0.21712158808933005,0.3954326923076923,0.10891089108910894,0.14884979702300405,0.5785837651122625,0.22500000000000003,0.2712283660135445,0.4685458893551546,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BGD,Bangladesh,South Asia,Lower middle income,0.465299501876273,142,148.0,144.0,166.05,0.0,0.8666666666666667,0.11484375,0.0277365541864058,0.8647335436985515,0.5390275147402761,0.4297003948798584,0,0.0,60,193,26,35.4,22.9,39.6,29.3,23.2,50.0,47.4,0.3001715265866209,0.2841191066997519,0.47596153846153844,0.13861386138613865,0.29634641407307166,0.4490500863557858,0.3625,0.329537504794701,0.5971355242466263,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LAO,Lao PDR,East Asia & Pacific,Lower middle income,0.4611983638971529,143,143.5,138.0,155.0,0.0,0.4666666666666667,0.0885416666666666,0.0563489181052585,0.6191769003881133,0.6275395245169573,0.5417281125782825,0,0.0,60,193,26,32.8,10.8,37.9,38.4,21.6,42.2,45.9,0.25557461406518006,0.1339950372208437,0.45552884615384615,0.2887788778877888,0.2746955345060893,0.31433506044905013,0.3390625,0.2945672100403997,0.45687205521425656,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NPL,Nepal,South Asia,Lower middle income,0.458358176994579,144,150.0,146.0,162.05,0.0,1.0,0.08359375,0.1190327163734313,0.7429265240918324,0.500478663921392,0.4709948035916604,0,0.0,60,193,26,35.6,34.0,23.9,40.6,35.5,30.6,48.9,0.30360205831903947,0.42183622828784123,0.28725961538461536,0.32508250825082513,0.462787550744249,0.1139896373056995,0.3859375,0.32864215689889564,0.5357843404953639,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,0.4558240917095925,145,138.0,102.95,147.0,0.0,0.1,0.2294270833333333,0.3119245659700085,0.3124315443592552,0.4791970942098676,0.7197431622992388,1,0.0384615384615384,60,193,26,47.5,35.5,52.1,61.3,29.3,47.2,59.4,0.5077186963979416,0.4404466501240695,0.626201923076923,0.6666666666666666,0.37889039242219213,0.4006908462867012,0.55,0.5100878821392135,0.4112597132492344,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BDI,Burundi,Sub-Saharan Africa ,Low income,0.4518265491961435,146,146.0,136.0,152.05,0.0,0.7,0.08359375,0.1805834456155578,0.8008280063142355,0.446328627443242,0.3795661174115387,1,0.0384615384615384,60,193,26,22.7,10.3,14.2,30.0,9.1,33.3,39.0,0.0823327615780446,0.12779156327543426,0.1706730769230769,0.15016501650165018,0.10554803788903923,0.16062176165803102,0.23125,0.14691174540361088,0.47386987585892315,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,0.4426805862707159,147,154.0,150.0,160.0,0.0,1.0,0.0520833333333333,0.073435482198883,0.7695431024679774,0.4472207892448177,0.4805229711711855,0,0.0,60,193,26,31.6,27.0,22.6,34.2,15.6,33.9,56.4,0.234991423670669,0.3349875930521092,0.2716346153846154,0.21947194719471955,0.19350473612990524,0.1709844559585492,0.503125,0.2755285387700811,0.5225358206190293,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ERI,Eritrea,Sub-Saharan Africa ,Low income,0.440702298686015,148,164.5,154.95,173.0,0.0,1.0,0.0940104166666667,0.0663047120643272,0.8438076073665504,0.5602701851860995,0.2924266901270832,1,0.0384615384615384,60,193,26,22.5,16.0,10.4,23.6,8.6,37.5,38.8,0.07890222984562609,0.19851116625310175,0.125,0.0445544554455446,0.09878213802435723,0.233160621761658,0.22812499999999997,0.1438622301900411,0.4938349187782957,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,0.4386367228883814,149,140.0,106.6,145.0,0.0,0.1666666666666666,0.2,0.3412299256898816,0.3221436883899233,0.4837600851556433,0.6074131923180774,1,0.0384615384615384,60,193,26,30.9,12.5,35.4,27.4,14.4,41.5,53.9,0.2229845626072041,0.15508684863523575,0.4254807692307692,0.10726072607260725,0.17726657645466845,0.3022452504317789,0.4640625,0.26491246191889484,0.29352807515440904,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,0.4379660663743003,150,158.0,151.0,174.05,0.0,1.0,0.1200520833333333,0.0493759678162195,0.7881863096898036,0.5250920714456888,0.3892099165454893,0,0.0,60,193,26,35.9,14.3,28.3,49.5,14.3,56.8,51.9,0.30874785591766724,0.1774193548387097,0.3401442307692308,0.47194719471947194,0.17591339648173207,0.5664939550949912,0.4328125,0.35335406968882893,0.5707701896893163,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MMR,Myanmar,East Asia & Pacific,Lower middle income,0.4366122918198714,151,148.0,146.0,153.0,0.0,1.0,0.0364583333333333,0.0938008368757022,0.6423661279444203,0.5645265572023461,0.4457556452570169,0,0.0,60,193,26,37.8,25.0,38.5,42.5,14.7,61.8,44.4,0.3413379073756432,0.3101736972704715,0.4627403846153846,0.3564356435643565,0.18132611637347765,0.6528497409326424,0.315625,0.3743554985902823,0.5083608132673513,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
COM,Comoros,Sub-Saharan Africa ,Lower middle income,0.4359416716365727,152,152.0,148.0,158.05,0.0,1.0,0.05234375,0.1223795055113391,0.7148520425419502,0.5661156039532775,0.3404195345397242,1,0.0384615384615384,60,193,26,25.2,8.4,15.8,31.4,11.6,47.9,36.3,0.12521440823327615,0.10421836228287842,0.18990384615384615,0.17326732673267325,0.13937753721244922,0.4127806563039723,0.18906249999999997,0.19054637670272795,0.4526992096223391,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SDN,Sudan,Sub-Saharan Africa ,Low income,0.4271546428965881,153,164.0,158.9,169.05,0.0,1.0,0.0528645833333333,0.0853304772640644,0.8625426301644593,0.5290659005837872,0.2316795635740416,0,0.0,60,193,26,30.0,22.6,15.8,50.6,12.8,41.7,36.8,0.20754716981132076,0.28039702233250624,0.18990384615384615,0.49009900990099015,0.15561569688768606,0.305699481865285,0.19687499999999997,0.2608767467073763,0.5617096884359178,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
