iso3,country,region,income_group,population_total,gdp_per_capita_ppp,expanded_feature_missing_count,expanded_feature_missing_rate,capacity_score,capacity_rank,capacity_n_indicators,capacity_missing_rate,equity_access_score,equity_access_rank,equity_access_n_indicators,equity_access_missing_rate,preparedness_score,preparedness_rank,preparedness_n_indicators,preparedness_missing_rate,vulnerability_score,vulnerability_rank,vulnerability_n_indicators,vulnerability_missing_rate,full_potential_capacity_score,full_potential_capacity_rank,n_countries_in_expanded_sample,n_expanded_indicators
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,9091208.6,73786.54054197895,1,0.0384615384615384,0.34536680314271756,86,6,0.0,0.8080025445532645,31,7,0.14285714285714285,0.9974899598393574,1,4,0.0,0.7977547814356623,7,9,0.0,0.7371535222427504,38,193,26
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,4151862.6,53998.03576308068,1,0.0384615384615384,0.395799648377058,73,6,0.0,0.880189876726894,7,7,0.14285714285714285,0.9581999257779844,27,4,0.0,0.7128524493659094,45,9,0.0,0.7367604750619614,39,193,26
POL,Poland,Europe & Central Asia,High income,37974310.0,34682.461337154,2,0.0769230769230769,0.5407322335707355,43,6,0.0,0.7797130175203245,49,7,0.14285714285714285,0.9361927703656185,51,4,0.25,0.6856895491234622,75,9,0.0,0.7355818926450353,40,193,26
GRC,Greece,Europe & Central Asia,High income,10761199.4,32207.417799771018,1,0.0384615384615384,0.5648799319924448,39,6,0.0,0.6569813147206365,115,7,0.14285714285714285,0.9824356150333362,7,4,0.0,0.737662296654285,34,9,0.0,0.7354897896001756,41,193,26
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,4460457.2,39066.37526226138,0,0.0,0.27242640168168775,107,6,0.0,0.9291639431844008,2,7,0.0,0.9963626333844748,2,4,0.0,0.7426942829021415,30,9,0.0,0.7351618152881761,42,193,26
CRI,Costa Rica,Latin America & Caribbean ,High income,4911116.8,22434.60657972198,0,0.0,0.3614080256350851,79,6,0.0,0.8587803758423436,10,7,0.0,0.9230029923788803,58,4,0.0,0.785519586875447,12,9,0.0,0.732177745182939,43,193,26
BRN,Brunei Darussalam,East Asia & Pacific,High income,432607.6,79616.9772115339,2,0.0769230769230769,0.30047175430495304,101,6,0.0,0.9145539004657091,3,7,0.14285714285714285,0.9412811415580637,45,4,0.25,0.7571481108901569,25,9,0.0,0.7283637268047207,44,193,26
EST,Estonia,Europe & Central Asia,High income,1319491.2,39286.51199410802,1,0.0384615384615384,0.5583626360146948,41,6,0.0,0.7732868874259978,53,7,0.14285714285714285,0.8684809203627931,94,4,0.0,0.7127758379727243,46,9,0.0,0.7282265704440525,45,193,26
MCO,Monaco,Europe & Central Asia,High income,37594.8,,5,0.1923076923076923,0.5152531141750044,50,6,0.3333333333333333,0.8625066762585814,9,7,0.14285714285714285,0.9250083556149733,56,4,0.25,0.6071172021856719,117,9,0.1111111111111111,0.7274713370585578,46,193,26
KOR,"Korea, Rep.",East Asia & Pacific,High income,51388908.2,47419.890961353565,2,0.0769230769230769,0.5926042318721941,34,6,0.0,0.6771627759287008,107,7,0.14285714285714285,0.937626831948221,49,4,0.25,0.6950238954767094,63,9,0.0,0.7256044338064565,47,193,26
LTU,Lithuania,Europe & Central Asia,High income,2852272.4,38945.209548392566,1,0.0384615384615384,0.6577686111667523,25,6,0.0,0.690172599852372,99,7,0.14285714285714285,0.8925885911044664,83,4,0.0,0.6432972568930223,92,9,0.0,0.7209567647541534,48,193,26
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,90427.2,27618.306468760176,1,0.0384615384615384,0.3794933092931326,76,6,0.0,0.7876750543631399,43,7,0.14285714285714285,0.9106087451409917,74,4,0.0,0.768588140659134,19,9,0.0,0.7115913123640994,49,193,26
COL,Colombia,Latin America & Caribbean ,Upper middle income,48294196.0,17050.31217649104,0,0.0,0.354941997831947,81,6,0.0,0.8344675883695621,16,7,0.0,0.8893699607554202,86,4,0.0,0.7619853913866848,23,9,0.0,0.7101912345859036,50,193,26
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,18648396.4,31760.9927338607,0,0.0,0.4097274500671538,70,6,0.0,0.8283947122055891,21,7,0.0,0.9305901961000154,54,4,0.0,0.6673311737790726,84,9,0.0,0.7090108830379578,51,193,26
ROU,Romania,Europe & Central Asia,High income,19590443.2,32690.54195384572,1,0.0384615384615384,0.5402628949409131,44,6,0.0,0.8018396147865335,35,7,0.14285714285714285,0.814117375244629,115,4,0.0,0.6551166902891886,89,9,0.0,0.7028341438153161,52,193,26
SMR,San Marino,Europe & Central Asia,High income,33801.6,59841.42585756874,6,0.2307692307692307,0.5360174970735537,46,6,0.5,0.8235501787701727,26,7,0.14285714285714285,0.8344615091381571,107,4,0.25,0.6157987426654815,111,9,0.1111111111111111,0.7024569819118412,53,193,26
PLW,Palau,East Asia & Pacific,High income,17798.2,19914.72226372308,4,0.1538461538461538,0.5362907085599046,45,6,0.16666666666666666,0.7756205342130765,51,7,0.14285714285714285,0.8902700987864465,85,4,0.25,0.6075520147203979,116,9,0.1111111111111111,0.7024333390699563,54,193,26
SYC,Seychelles,Sub-Saharan Africa ,High income,95665.2,31144.101264626464,2,0.0769230769230769,0.3418739572172526,89,6,0.0,0.8007142393390014,36,7,0.14285714285714285,0.9675630925312451,19,4,0.25,0.6947525826676225,64,9,0.0,0.7012259679387803,55,193,26
RUS,Russian Federation,Europe & Central Asia,High income,145160166.6,35893.8015625,2,0.0769230769230769,0.5920132945094181,36,6,0.0,0.6805756982718847,104,7,0.14285714285714285,0.9396085264625544,47,4,0.25,0.5837960444941198,130,9,0.0,0.6989983909344943,56,193,26
CHL,Chile,Latin America & Caribbean ,High income,18592929.8,28074.85864707444,1,0.0384615384615384,0.4368623179100732,64,6,0.0,0.6831962511807274,103,7,0.14285714285714285,0.9197557906003185,61,4,0.0,0.7529887957924098,27,9,0.0,0.6982007888708822,57,193,26
TON,Tonga,East Asia & Pacific,Upper middle income,105642.2,6688.077230354533,2,0.0769230769230769,0.25630248795700356,111,6,0.16666666666666666,0.8448871368947101,13,7,0.0,0.975695576146483,13,4,0.25,0.7043985774546654,56,9,0.0,0.6953209446132155,58,193,26
TUR,Turkiye,Europe & Central Asia,Upper middle income,80359156.6,27638.098375137703,2,0.0769230769230769,0.2751721568793997,106,6,0.0,0.8308344379147002,19,7,0.14285714285714285,0.9576042105957356,28,4,0.25,0.7097883253054541,50,9,0.0,0.6933497826738224,59,193,26
BRA,Brazil,Latin America & Caribbean ,Upper middle income,204631962.2,17927.76927800128,1,0.0384615384615384,0.4951594678053926,54,6,0.0,0.7297476856964605,76,7,0.14285714285714285,0.8271090286894579,109,4,0.0,0.7033599026092245,57,9,0.0,0.6888440212001339,60,193,26
SRB,Serbia,Europe & Central Asia,Upper middle income,7020480.4,19714.3887048283,1,0.0384615384615384,0.5668824894192857,37,6,0.0,0.6602812395232264,112,7,0.14285714285714285,0.8934190959424905,82,4,0.0,0.6337486862951238,97,9,0.0,0.6885828777950316,61,193,26
TUV,Tuvalu,East Asia & Pacific,Upper middle income,10818.8,4550.834580765581,3,0.1153846153846153,0.5312132856025258,47,6,0.3333333333333333,0.8952074340265621,5,7,0.0,0.8053901808714473,118,4,0.0,0.5212048692670842,154,9,0.1111111111111111,0.6882539424419049,62,193,26
MKD,North Macedonia,Europe & Central Asia,Upper middle income,1896542.6,20347.025148715424,0,0.0,0.4742074380793902,57,6,0.0,0.7503899707737098,64,7,0.0,0.8439322654987391,104,4,0.0,0.6819603288603566,78,9,0.0,0.687622500803049,63,193,26
CHN,China,East Asia & Pacific,Upper middle income,1394874000.0,16802.9644981038,1,0.0384615384615384,0.32036666218406357,94,6,0.0,0.7814954135240395,45,7,0.0,0.9563534174379298,29,4,0.25,0.6890617319767195,69,9,0.0,0.6868193062806881,64,193,26
CYP,Cyprus,Europe & Central Asia,High income,1253659.4,41428.48046875,2,0.0769230769230769,0.4030870152886168,71,6,0.0,0.6107792463189511,126,7,0.14285714285714285,0.9172025269884387,66,4,0.25,0.8157477202878922,2,9,0.0,0.6867041272209746,65,193,26
BGR,Bulgaria,Europe & Central Asia,High income,6801871.2,26746.50432378042,1,0.0384615384615384,0.6008706829887424,31,6,0.0,0.637784897104405,123,7,0.14285714285714285,0.9083478627261299,76,4,0.0,0.5947468983471923,125,9,0.0,0.6854375852916174,66,193,26
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,25812032.8,,9,0.3461538461538461,0.49408557779445833,55,6,0.5,0.7285763669025999,78,7,0.5714285714285714,0.9435586540227514,39,4,0.5,0.5741700776532609,134,9,0.0,0.6850976690932676,67,193,26
SGP,Singapore,East Asia & Pacific,High income,5619356.6,115409.43815311122,1,0.0384615384615384,0.4108830413712889,68,6,0.0,0.6747325791094959,108,7,0.14285714285714285,0.9415056150331502,44,4,0.0,0.7115127888790815,48,9,0.0,0.6846585060982541,68,193,26
LVA,Latvia,Europe & Central Asia,High income,1944061.6,33048.483897483246,1,0.0384615384615384,0.5032232979013287,53,6,0.0,0.6628547204052629,111,7,0.14285714285714285,0.928011666331225,55,4,0.0,0.6212809763928517,105,9,0.0,0.6788426652576671,69,193,26
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,10183903.8,9368.692477588853,1,0.0384615384615384,0.31385184812337114,96,6,0.0,0.7253330286440602,82,7,0.14285714285714285,0.9418200451610785,43,4,0.0,0.7218043095294339,41,9,0.0,0.6757023078644859,70,193,26
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,6316410.2,7058.921798371672,4,0.1538461538461538,0.27064166338661433,109,6,0.0,0.7276361258601298,80,7,0.42857142857142855,0.9554654121422552,31,4,0.25,0.7426474199142016,31,9,0.0,0.6740976553258002,71,193,26
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,11644406.2,12993.8341172164,0,0.0,0.25366575099988004,113,6,0.0,0.7478092349630598,65,7,0.0,0.9592596257996054,26,4,0.0,0.7339569865766812,35,9,0.0,0.6736728995848067,72,193,26
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,84925598.0,15427.22488307556,2,0.0769230769230769,0.2899006188927754,104,6,0.0,0.6966737696133306,94,7,0.14285714285714285,0.979555809138539,8,4,0.25,0.7206501324705947,42,9,0.0,0.6716950825288099,73,193,26
NRU,Nauru,East Asia & Pacific,High income,11298.4,11003.3288593626,3,0.1153846153846153,0.5668279441592471,38,6,0.16666666666666666,0.8410787257795229,14,7,0.0,0.8864385214919197,89,4,0.25,0.389373482358202,187,9,0.1111111111111111,0.670929668447223,74,193,26
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,105613.0,15548.844433408882,2,0.0769230769230769,0.3606948551024671,80,6,0.16666666666666666,0.7744451512642184,52,7,0.14285714285714285,0.9521916893872016,35,4,0.0,0.5932353937819079,126,9,0.0,0.6701417723839488,75,193,26
ALB,Albania,Europe & Central Asia,Upper middle income,2648916.2,15362.3905273488,1,0.0384615384615384,0.3345657943556133,91,6,0.0,0.5917871067584531,132,7,0.14285714285714285,0.9726193994126826,15,4,0.0,0.7797703899355044,14,9,0.0,0.6696856726155633,76,193,26
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,31838256.6,8104.176423403913,1,0.0384615384615384,0.41191130552782657,67,6,0.0,0.7072929764830225,91,7,0.0,0.9405649421131523,46,4,0.25,0.6146409081395038,113,9,0.0,0.6686025330658762,77,193,26
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,47034.4,30126.79119974142,2,0.0769230769230769,0.41753747887160064,66,6,0.0,0.6026524899931812,129,7,0.14285714285714285,0.942039817022099,42,4,0.0,0.6969060044676371,61,9,0.1111111111111111,0.6647839475886296,78,193,26
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,16784090.2,13920.247282287,0,0.0,0.3467191820439355,85,6,0.0,0.7698212444143137,54,7,0.0,0.7721230764365231,125,4,0.0,0.7681359992125998,20,9,0.0,0.664199875526843,79,193,26
